Artist,Song,Year,Review,Reviewer,Ranking,Source,Source Title
Pinegrove,“Old Friends”,2016,"Pinegrove’s 2015 compilation Everything So Far began with Evan Hall singing, “I resolve to make new friends/I like my old ones but I fucked up so I’ll start again.” It was boisterous and optimistic and rightfully so; making new friends in one’s twenties can be simply a matter of resolve. But it gets harder with every year into adulthood, and this past February, the British Journal of Psychology and Pinegrove’s “Old Friends” came to the same conclusion as to why that is: Intelligent people become too goal-oriented and less vulnerable or, as Hall puts it, “Too caught up in my own shit/That’s how every outcome’s such a comedown.” “Old Friends” finds Hall in one of his solipsistic moods, making hyper-detailed observations of his surroundings yet feeling disconnected from the people closest to him. “I should call my parents when I think of them/Should tell my friends when I love them,” he sighs, the should making it unclear whether he’s had an epiphany or just another clever thought that will come and go like a joke about the Port Authority. Even as the economic and romantic anxieties of millennials continue to be exhaustively documented, “Old Friends” feels like a fresh take—maybe making new friends isn't as important as keeping the old ones.",Ian Cohen,90,Pitchfork,The 100 Best Songs of 2016
Frankie Cosmos,“On the Lips”,2016,"Greta Kline, aka Frankie Cosmos, has a gift for songs that are demonstrably grounded in real life, with arrangements anyone could play, but which still seem like miniature epiphanies. Next Thing highlight “On the Lips” has all the trappings of quintessential indie-pop: keenly observational lyrics, sprightly guitar strums, and a wistful chorus about a kiss that never happens. But Kline packs so much into the track’s sub-two-minutes: musings about watching David Blaine, a curious lyrical aside that gave the title to Cosmos’s 2013 effort im sorry im hi lets go (where “On the Lips” originally appeared, in rougher form), and an existential question that never gets answered. It’s a song less about kissing than about believing, even at the risk of looking foolish. “I don’t want magic that looks real,” Blaine himself once said. “What I want are real things that feel like magic.” That’s an apt description of what Kline accomplishes here.",Marc Hogan,89,Pitchfork,The 100 Best Songs of 2016
Rihanna,“Needed Me”,2016,"This year, a photo of Rihanna made the rounds in which she’s wearing super pointy heels, a giant coral jacket that might as well be a sleeping bag, and a T-shirt that reads “YOU FUCKING ASSHOLE.” It’s unclear if she’s wearing pants. Seems like a safe bet that’s what she was wearing when she recorded “Needed Me.” Has Rihanna ever delivered a more apt lyric than, “Didn’t they tell you that I was a savage?/Fuck ya white horse and ya carriage”? “Needed Me” may be a steady 110 BPM, but it slinks along like she recorded it in a steam room. Producer DJ Mustard borrows from the UK house tradition of the disembodied voice, and all the cut-up vocals echo like ghosts of the men Rihanna swallowed whole.",Matthew Schnipper,88,Pitchfork,The 100 Best Songs of 2016
Alicia Keys,“In Common”,2016,"If you follow Alicia Keys on Instagram, you already know she’s drawn to Nigerian pop acts like Wizkid and Davido, part of the ascendant Afrobeats sound. Part UK funky, part soca, part dancehall, part soda pop bubble, this Nigerian/Ghanaian hybrid became the sound of the year, so it made sense that Ms. Keys and producer Illangelo wove those vibrant tropical patterns into “In Common.” It’s a rare, welcome instance of Keys moving out of her musical comfort zone and riding the humid groove, and she took it all the way to the DNC stage. It would have been easy enough to pair that genre’s bubbling rhythm with a lyrical bauble, but Keys instead twists the love song trope of “opposites attract.” “If you could love somebody like me/You must be messed up too” simultaneously indicts and embraces the dysfunction, insecurity, and maddening laws of attraction that undergird modern love.",Andy Beta,87,Pitchfork,The 100 Best Songs of 2016
Bat for Lashes,“Sunday Love”,2016,"Bat for Lashes’ The Bride is a concept album about a woman left stranded at the altar when her fiancé is killed in a car crash en route to their wedding. Overdramatic? Yes. Heavy-handed? Sure. But Natasha Khan has always excelled at sweeping up the listener in grand tides of feeling, and the widowed bride’s emotional rollercoaster ride proves to be an ideal vessel for her songs. “Sunday Love” takes place after the bride has raced out of the church, jumped behind the wheel of her car, and sped away to embark on a grief-stricken solo honeymoon. The track’s nervous, pulsing rhythm mimics the paranoia of the lyrics (“I see her in every place I go,” “She's in my bedroom/Now I can't fight”), contrasting with Khan’s lilting vocals and harp melody to conjure a swirling descent into madness. The Bride ends with redemption through self-love, but no story earns its happy ending without a fight. “Sunday Love” is the bottom the bride must hit in order to begin her crawl upwards towards the light.",Amy Phillips,86,Pitchfork,The 100 Best Songs of 2016
Angel Olsen,“Sister”,2016,"“The thing about getting older is that instead of deciding that you’ve figured it out, you get better at realizing you never will,” Angel Olsen told Pitchfork earlier this year. Olsen reaches a similar conclusion at the end of the ambling journey she takes on “Sister,” the Crazy Horse-flecked centerpiece of her third album, My Woman. “All my life I thought had changed,” she pleads again and again throughout the last half, before an eruption of a solo from guitarist Stewart Bronaugh. Though some may think Olsen is singing about her actual sibling, her inward reflection suggests that the sister is within, the parts of herself that she’s learned to love over time. Like many existential struggles, these are hard-earned realizations, not eureka moments—a fact that’s echoed by the song’s pacing and its video’s loose plotline. Few singer-songwriters could sustain an introspective slow-burn the way Olsen does here, but then again, few singer-songwriters have the lyrical skill and vocal range that she does, either.",Jillian Mapes,85,Pitchfork,The 100 Best Songs of 2016
G.L.O.S.S.,“Give Violence a Chance”,2016,"One of the most puzzling reactions to Donald Trump’s election within the music community has been, “Well, at least there’ll be some good punk rock in the next four years.” As if life in America up until this point hadn’t already been vitriolic fodder for anyone on the outskirts—as if punk had always been the realm of straight, white men, sequestered in suburbia, who apparently needed the threat of an orange boogeyman to bang out a record. In reality, this is merely the moment where the true 21st century punks—the black kids, the queer, the transgendered, the anarchists—are put to an even more arduous task than before. “Give Violence a Chance” by G.L.O.S.S. (which stands for “Girls Living Outside Society’s Shit”) may just serve as one of their anthems, a two-minute call-to-arms to cut the kumbaya and start bashing back. Spewed across a booming buzzsaw riff, frontwoman Sadie Switchblade screams with a rage so potent, you could slice through it with a rusty boxcutter. “When peace is just another word for death/It’s our turn to give violence a chance,” she yells, giving life to a scary realization the vulnerable can face when confronted with hate: You better get them before they get you.",Cameron Cook,84,Pitchfork,The 100 Best Songs of 2016
Huerco S.,“Promises of Fertility”,2016,"Huerco S. once described listening to ambient music as a means of coping with anxiety while traveling; he noted, too, that his own most recent LP, For Those of You Who Have Never (and Also Those Who Have), had a similar calming effect on him. “Promises of Fertility” is the most distilled example of this, a track that stretches and softens the atmospherics that colored in the grainy house music of his earlier work. It’s comprised of a glistening melody that wanders above tape hiss—vaguely reminiscent of hold music, but decelerated to the point that time seems to disintegrate. The track begins and ends in the middle of a note as if, for seven minutes, Huerco is tuning us into a radio frequency that will transmit this loop forever. It’s dreamy but neutral in its expression and, in turn, utterly narcotic.",Thea Ballard,83,Pitchfork,The 100 Best Songs of 2016
Ariana Grande,“Into You”,2016,"For a little while last year, Ariana Grande seemed close to a Bieber/Britney-esque freefall. After the whole donut-licking scandal, the flop of intended comeback single “Focus,” and her breakup with Big Sean, the familiar narrative of child star-turned-sexpot-turned-trainwreck appeared to be playing itself out again. But the release of the mature, self-assured Dangerous Woman, and the various hits it spawned, ended up crushing haters’ doubts under the spike of Ariana's high-heeled go-go boot. “Into You” has haunted pop radio for the past several months, as songs produced by Max Martin tend to do. A throbbing, slow-burning come-on, “Into You” captures the thrill of the moment just before an illicit kiss, when the will-they-or-won’t-they tension becomes almost unbearable. “A little less conversation and a little more touch my body,” she demands, channeling Elvis and Mariah Carey, the progenitor of Grande’s particular strain of vocal bombast. And now we know: Ariana Grande is not going away any time soon.",Amy Phillips,82,Pitchfork,The 100 Best Songs of 2016
Deakin,“Golden Chords”,2016,"There’s a beautiful irony in Deakin’s “Golden Chords.” The album it comes from*, Sleep Cycle*, was born from a controversial Kickstarter project long delayed due to Josh Dibb’s creative doubts and “fatal perfectionism.” That delay upset many, but the final music was worth it—not despite the struggle, but because of it. “Golden Chords” is an honest meditation on uncertainty and self-esteem, an attempt to escape artistic paralysis by, as the Animal Collective co-founder sings, “shak[ing] these broken chords till they turn gold.” Dibb gives himself this pep talk using soft acoustic guitar strums, subdued percussion loops, and a whispery falsetto. He opens the song so confused about how to combat his creative funk that every solution feels wrong. Yet small stabs at positivity build up until Dibb sounds nearly restored: “In time/You’ll revive what you thought dead … Stop believing your being’s been shattered and distorted/’Cause, brother, you’re so full of love.” That he’s right makes “Golden Chords” a meta-victory: a song about how strife can lead to triumph that proves its own point.",Marc Masters,81,Pitchfork,The 100 Best Songs of 2016
PJ Harvey,“The Wheel”,2016,"PJ Harvey’s “The Wheel” is a song haunted by war and human rights atrocities, but it’s no dirge. Everything is handclaps, saxophone, and momentum leading to a call-and-response singalong chorus. “Watch them fade out,” she sings at the end, repeatedly, about the wall of “sun-bleached” photographs of the disappeared. Then, the song itself abruptly fades. Harvey has written about global conflicts before, but “The Wheel,” about the state of Kosovo, could well be her most vibrant attempt—a potent combination of rock’n’roll gusto and stone-faced reporting.",Evan Minsker,80,Pitchfork,The 100 Best Songs of 2016
Mr. Fingers,“Qwazars”,2016,"“What’s going on? Quasars.” The spacey sample is repeated a handful of times across this slowly evolving six-minute track by Larry Heard, aka Mr. Fingers. He’s engaging in a bit of mystery-building, one that has been central to dance music for decades: Make some common elements—a pulsing synthesizer, some hi-hats and a snare that have been shifted off-axis just so—feel stranger than they really are. Though he’s working with pretty simple stuff, that does not mean what Heard has done here is easy. The opening kick drum and pulse land so softly that “Qwazars” feels like a baby shampoo version of Heard’s rawer work under the Fingers alias 30 years ago. The ringing tones that dot the track are given their star moment in the final minutes. It takes a deft hand to recreate what the future sounded like in the mid ’80s; it takes an old hand to realize that’s what we still want the future to sound like now.",Andrew Gaerig,79,Pitchfork,The 100 Best Songs of 2016
serpentwithfeet,“blisters”,2016,"The lead song and title track on serpentwithfeet’s debut EP, “blisters” might have been spontaneously produced from the ether, so airy are its harp and strings and so weightless serpentwithfeet’s own falsetto. But it is also a song about suffering, from its title to its sorrowful subject matter, in which unrequited love stands in for a more existential kind of trauma, one connected to ideas about blackness and sexuality and articulated in the heartbreaking refrain, “Forgiveness has not forgiven it.” serpentwithfeet is no stranger to contradictions—his forehead bears tattoos reading “SUICIDE” and “HEAVEN”—and the Haxan Cloak’s production on the song does an admirable job of living up to the singer’s multitudes. The funereal drumbeat’s handclaps sound like splashing water; a lonely clarinet traces a line of flight out of the song’s gridded repetitions. But even these sounds pale next to the vividness of the singer’s own richly imagistic lyrics. In just six carefully chosen words—“Concrete has hurried itself into blue”—serpentwithfeet gives us one of the year’s greatest opening lines, the kind that sinks its hooks into you and refuses to let go.",Philip Sherburne,78,Pitchfork,The 100 Best Songs of 2016
Skepta,“Man”,2016,"Skepta’s “Man” lays out some friendly parameters for how not to ingratiate yourself to this Mercury Prize-winning grime icon: Don’t seek attention, don’t tell people you’re his cousin, and, most of all, don’t ask for a pic for the ’gram. Driven by an excellent Queens of the Stone Age sample and ominous, relentless bass, the frenetic track is one of the most concise singles on Konnichiwa. This year has highlighted how audiences expect pop and rap artists to reinvent themselves regularly if they want to hold our attention. However, it’s equally rewarding to hear Skepta refine his voice as he stays loyal not just to his friends and family, but to the sound he’s helped build. Plus, “Man” sneaks in one of the best disses of 2016: “Dressed like I just come from P.E.,” he brags to an interloper. “You’re dressed like you just come from church.”",Thea Ballard,77,Pitchfork,The 100 Best Songs of 2016
Ka,“30 Keys”,2016,"The Brooklyn rapper Ka likes to keep things economical. His introspective music is self-released and nearly always self-produced. By those standards, “30 Keys” counts as a lavish indulgence: Roc Marciano provided the beat, and you can make out some drums. “In this trade, ain’t afraid to get splashed or busted,” he recalls, slipping the borders between past and present. “Even for small numbers, none are vastly trusted.” His frayed rasp frames crime as an existential act: “I don’t wanna do it, gotta do it.” Ka also directs his own videos, and this one cuts between shots of the MC in sparse rain and scenes from old blaxploitation movies, lingering on incidental details; the opening is somebody loading a DVD for half a minute. Extreme close-ups cut off the top half of Ka’s face. Like much of his work, “30 Keys” uses abstract language to yield bigger truths.",Chris Randle,76,Pitchfork,The 100 Best Songs of 2016
Travis Scott and Young Thug,“Pick Up the Phone” [ft. Quavo],2016,"“Pick Up the Phone” is nominally a Travis Scott song, but in nearly every way that matters, it belongs to Young Thug. That’s Thug leaning like grandma, comparing cheating to treason, paying his sisters’ tuition in crumpled fives and 10s. It’s Thug rapping “Mama told me don’t hate on the law/Because everybody got a job/Because everyone wanna be a star,” a tossed-off parable that doubles as a reflection of modern state violence. For him, “Pick Up the Phone” is a tour de force, a reminder that no matter how scattered or inscrutable his solo output becomes, he can cut through the din with a perfect piece of pop. By the time Quavo swoops in to coin the word “discriminize” and say, “I thought I was right/Then I had to man up/I was wrong,” it’s already a wrap.",Paul A. Thompson,75,Pitchfork,The 100 Best Songs of 2016
The 1975,“Somebody Else”,2016,"The 1975’s “Somebody Else” describes someone caught between the emotional phases one passes through after a breakup, as if stuck between colors in a gradient. It touches on the kind of confused feelings people usually bury for fear of looking like an asshole—but the 1975 frontman Matty Healy isn’t afraid of looking like an asshole. “Somebody Else” embodies this post-breakup ambivalence in both its lyric and its sound—there’s a swerve to the opening synths that makes it seem like they’re evolving from one hue to another, a damp echo to the atmosphere that makes every instrument sound slightly hazy and drunk and too cool for itself. Unlike their previous singles, the band sound like something less defined and more introspective, a position from which they are able to give shape to something vanished. “I don’t want your body/But I hate to think about you with somebody else,” Healy sings, drums pulsing behind him like the vague, sourceless ache of a hangover.",Brad Nelson,74,Pitchfork,The 100 Best Songs of 2016
Schoolboy Q,“That Part”,2016,"Like a lot of rap pairings, this Schoolboy Q/Kanye West track is less a meeting of minds than a negotiation between agents. Nearly anybody can land nearly any feature for the right price, and at first Kanye almost seems to be mocking the transactional nature of guest verses here, filling an alarming number of bars with the word “OK”—you can almost imagine Schoolboy’s face sinking when he heard it for the first time. It’s a fake-out, though. Soon Kanye is feeding off the energy of his fellow hothead, firing off some of his most memorable zingers of the year (“Rich n*gga, still eatin’ catfish/That bitch ain’t really bad, that’s a catfish”). And in what could be an apology for all those “OKs,” he even throws in a wild, half-improvised walk-off verse where he brags about having Scottie Pippen at his wedding and comes this close to making a Ray J reference but stops short, just to fuck with people. Never let it be said that when you pay for a Kanye verse, you don’t get your money’s worth.",Evan Rytlewski,73,Pitchfork,The 100 Best Songs of 2016
Moses Sumney,“Lonely World”,2016,"There are two sides to Moses Sumney as we understand him now. The first is the solo live performer, a powerful presence that constructs sonic journeys onstage using only his voice, his hands, a guitar, and some loopers. The second is the recording artist, a more reclusive specter that has just begun to take shape in the world’s eye. After channeling Nina Simone’s pained timbre in the verses, Sumney slowly reveals “Lonely World” as an attempt to extend his insular artistry. It’s a sonic mission that recruits some of the most viciously capable contemporary musicians—Thundercat, Animals as Leaders’ Tosin Abasi, Son Lux drummer Ian Chang—to craft counterpoints and supporting textures for Sumney’s intricate harmony stacks. The result is a song that begins as a flickering flame, eventually fanning into a chaotic wildfire before it’s extinguished with a whisper.",Noah Yoo,72,Pitchfork,The 100 Best Songs of 2016
Isaiah Rashad,“Smile”,2016,"These are usually some of the most fun rap songs: When a newly famous artist returns to his neighborhood to flaunt his newfound stature for awed childhood friends and rub his success in the face of anybody who doubted it. For a victory lap, though, Isaiah Rashad’s trip back to his native Chattanooga, Tenn., is pretty bumpy. On “Smile,” the TDE rapper wakes in a fog of depression, gets in a seriously ugly spat with his baby mama, picks a losing argument about Lil Wayne’s Tha Carter IV, and struggles to resist the bar of Xanax tucked in his back pocket. The beat is convincingly triumphant—a Southern-fried flip of a savory Brazilian soul number—but when Rashad brags about kicking back and enjoying his worry-free life, the person he’s most trying to convince is himself.",Evan Rytlewski,71,Pitchfork,The 100 Best Songs of 2016
Kaitlyn Aurelia Smith,“Existence in the Unfurling”,2016,"This year brought to light the talents of Kaitlyn Aurelia Smith, whose use of the Buchla Music Easel announced a new voice on the device. Her third album, EARS, was one of the most exhilarating experimental albums of the year, an ever-shifting landscape in which to lose yourself. And it all led to the majesty of the closing track, the 11-minute epic “Existence in the Unfurling.” Amid the fretting arpeggios of her Buchla, Smith’s digitally warped vocals emerged from the circuits, only to camouflage themselves anew amid the timbres of fluttering woodwinds and saxophones. As the piece expands past the three-minute mark, it transforms into a sonic odyssey, exploring a realm between minimal composition and transcendental electronics, providing in this wearying year a much-needed source of wonderment.",Andy Beta,70,Pitchfork,The 100 Best Songs of 2016
Vince Staples,“Prima Donna” [ft. A$AP Rocky],2016,"In the first verse of “Prima Donna,” the highlight from his hard, baleful EP of the same name, Vince Staples buys a new house and blows his brains out on the kitchen wall. Women stop by afterward to admire the splatter, thinking it’s modern art. That’s a Vince Staples joke. Ha ha. Vince has never really been one for inclusive humor: He wants it to hurt when he elbows your ribs. The production by DJ Dahi hurts, too: Each downbeat sounds like a collapsing column Staples barely dodges. When he makes fun of himself, the pain is still there: As a newly minted star, he is going to “pull a Wavves on the Primavera Stage,” maybe the least glamorous self-destructive behavior a rapper could boast about. His airless squeak of a voice bounces around inside a hollowed-out beat, which nosedives and the end, his voice disappearing into a blender with an A$AP Rocky sample. When it's over, we’re left with ashes and ambivalence, as we are with every great Vince Staples song.",Jayson Greene,69,Pitchfork,The 100 Best Songs of 2016
Nao,“Girlfriend”,2016,"Nao’s particular variety of R&B has the efficiency and even the pneumatic qualities of good design, every instrument angled or curved so that it sounds assembled without any human intervention. The chorus of “Girlfriend” is like this: the guitar, synth, and Nao’s voice collapsing into a single harmonic cylinder. If it could be hung in an art gallery, it might look like a tube of neon. But within this precisely shaped environment, Nao primarily expresses anxiety, as if she’s reacting to a kind of airlessness around her. “Feels like pretty doesn’t know me/Only shows up when I’m lonely,” Nao sings, her voice generating internal harmonies like Prince, from whom the phrasing of the chorus is sort of borrowed, and from which the fractal design of her harmonies is certainly borrowed. The song’s construction is sensitive to this; whenever Nao’s vocal doubles or triples, the track itself seems to hiss with pleasure.",Brad Nelson,68,Pitchfork,The 100 Best Songs of 2016
Young M.A,“OOOUUU”,2016,"Rap crews and studio wizards have long known that a hit song comes when you capture the vibe of friends wildin’ out and crystallize their energy as sound. No song this year did that better than Young M.A’s self-released breakout hit “OOOUUU.” The title alone is a kind of litmus test: How you say it reveals your level of excitement and conviction. The Brooklyn rapper sing-slurs it, confident and drunk, boasting and charismatic, six letters that spelled arrival when “OOOUUU” made rounds on the street before rap royalty started jumping on remixes. M.A and her crew stunt in the video—another winning vibe that has landed more than 100 million party-crashing views. A young brown lesbian bending a male-dominated industry around her flow—this is a story we need to hear and repeat. But what’s the limit of a vibe? Explaining how she wasn’t going to explain a line in the song, M.A said: “All the dykes out there, they know exactly what I’m talking about. It ain’t for a guy to understand. If you don’t understand, you don’t gotta understand it.”",Jace Clayton,67,Pitchfork,The 100 Best Songs of 2016
KING,“The Greatest”,2016,"During the intro to “The Greatest,” right as the ladies of KING ask, “Who wants a run with the number one?”, there is a short glissando on the keyboards. This sound, and all its variations, is one of the best things you can hear in an R&B song: a cue to get ready because it’s. About. To. Go. Down. The band immediately delivers on this promise, letting the synths kick fully before launching into three minutes of pure electro-soul bliss. The track’s harmonies and retro flourishes give it the feel of an ’80s R&B love song. And while that’s certainly part of the story, KING are more concerned with self-love: the belief that you can be the best at whatever you set your mind to. The single, off their debut We Are KING, was written in honor of Muhammad Ali, “the modern marvel man to stand behind.” A few months after we got “The Greatest,” we lost the Greatest—making what was already a terrific song work doubly as a tribute to Ali’s legacy of winning.",Vanessa Okoth-Obbo,66,Pitchfork,The 100 Best Songs of 2016
Savages,“Adore”,2016,"“Adore” was born as a song about Savages frontwoman Jehnny Beth’s refusal to suppress her desires. “Is it human to adore life?” she asks over and over, pitying the repressed and their prudish norms. Nearly 12 months and untold tragedies later, her question now sounds like a radical act of resistance. She repeats it with a cool steadiness, as if jutting her jaw in the face of someone who’s determined to break her; when the chorus drives towards a crescendo worthy of Queen, Beth pulls back and lets her question hang as a lonely provocation rather than a proclamation of false triumph. Clinging to hope in a condemned landscape, she pulls off the grave romance of the great fado and cabaret singers—until she turns her question into a statement. “I adore life,” she intones, first sadly, but then as a rapturous invocation, her voice ascending through key changes and effervescing alongside Savages’ apocalyptic climax. As we enter 2017, hope is a privilege, but love and truth are still the path to the sublime.",Laura Snapes,65,Pitchfork,The 100 Best Songs of 2016
