Artist,Song,Year,Review,Reviewer,Ranking,Source,Source Title
Future,Hate the Real Me”,2018,"Future’s music traces the occasionalsoaring victoryand plenty other wins that are small, petty, spiteful. He’s interested in making you jealous of his furs and his girls; private flights to tropical villas are worth it if an ex sees them on Instagram and feels a pang of envy. But none of these things—pettiness, spite, Turks, Caicos—are the animating force behind Future’s music. That would be pain—the raw, uncut sort that lingers in the belly for years without end. “Hate the Real Me,” the last track on his and Zaytoven’sBEASTMODE 2, recognizes that pain as unresolvable. On the chorus, Future drones, “I’m tryna get high as I can”; the first verse has an extended passage about a woman describing her attempts to sleep with him, and then he lists each person who’s heard the rumor while sounding increasingly, irretrievably empty. There’s a reference to when he was shot as a teenager and a startling aside: “A sober mind wasn’t good for me.” Even his voice trembles.",Paul A. Thompson,90,Pitchfork,The 100 Best Songs of 2018
Carly Rae Jepsen,Party for One”,2018,"A lot of people still want a sequel to “Call Me Maybe,” perhaps none more than Carly Rae Jepsen herself. But even though everything she’s released since has followed a similarly winsome template, “Party for One” is Jepsen’s first explicit sequel to that hit. The intros are strikingly similar, the synths in the background play the same melody as the strings of “Call Me Maybe,” and there’s a direct lyrical callback. Again, Jepsen pairs sweeter-than-average music and blunter-than-average lyrics.For decades, it hasn’t been remarkable for a pop star to refer to masturbation—but itisremarkable to do so while setting the disarming, 1 a.m. “you don’t care about me” text to the sugariest of hooks. “Party for One” sounds like ending credits music for a teen movie that adults love too, the kind where angst is resolved and new love blooms in one glorious party of dancing and cheering and synchronized bursts of spangles. And like all good Carly Rae Jepsen songs, it makes that sound like the very first time.",Katherine St. Asaph,89,Pitchfork,The 100 Best Songs of 2018
Azealia Banks,Anna Wintour”,2018,"Maybe it’s aVogue/voguing pun, but Anna Wintour is an odd talisman for what Azealia Banks has described as a song “about finding myself.” The legendary, bobbed magazine editor is an icon of consistency. Azealia Banks is… not an icon of consistency. Mercifully, on “Anna Wintour,” the rapper’s messy public persona yields the floor to a bracing showcase of her dexterity. She pulls triple duty as house diva, raging wraith, and cold-blooded killer, nailing each part and metabolizing Junior Sanchez’s fiercely generic Ibiza track into a raw energy source. “Anna Wintour” joins “thank u, next” and “Honey” among the few songs about self-love released this year that betray greater depth than vapid Instagram inspo, and it offers a reminder of what makes the often-frustrating Banks so great: Like this song’s namesake, she knows how to keep us looking.",Laura Snapes,88,Pitchfork,The 100 Best Songs of 2018
Migos,Stir Fry”,2018,"Compared with Migos’ 2017 single, “MotorSport”—which had a wafting ethereality that pointed to a new post-trap direction—follow-up “Stir Fry” has the trio playing by old-school rules, and winning. Originally made for T.I. but never used, Pharrell’s beat is from 2008 and harks back even further still, recalling the raw funk of Neptunes productions like Mystikal’s “Shake Ya Ass.” Running through the whole of “Stir Fry” is a nagging ear-worm that’s positively primordial: a whistling motif based on an organ lick from Mohawks’ 1968 R&B tune “The Champ,” already sampled hundreds of times in hip-hop. Takeoff, Offset, and Quavo ride the loping, breakbeat-like groove, reeling off references to cheap fast-food chains that contrast with their more standard name-checks of expensive foreign watches and cars. It fits the contradictory aspiration expressed in Quavo’s Auto-crooned hook: the wish and the vow to “still be real and famous.” This was the year Migos became a meme: parodied in a “SNL” sketch, piling into James Corden’s “Carpool Karaoke.” They now exist somewhere between street and simulacrum, turning snapshots of vice and viciousness into blithe and buoyant entertainment. The tongue-twisting, lip-smacking assonance of this irresistible single’s chorus—“In the kitchen, wrist-twistin’ like it’s stir fry”—makes crack preparation seem as harmless and wholesome as a cooking show.",Simon Reynolds,87,Pitchfork,The 100 Best Songs of 2018
Mount Eerie,Distortion”,2018,"Over 11 riveting minutes, “Distortion” finds Mount Eerie’s Phil Elverum taking a series of plainspoken vignettes from his life and fastening them into a winding meditation on birth, life, death, responsibility, and resilience. We hear about the first two times Elverum saw a dead body—his great-grandfather, as a kid, and then his wife and the mother of his young child—and two portraits of wild young men who stare down the prospect of becoming fathers before they are ready. One of these is Elverum himself, who at age 23 hears that he may have impregnated someone with whom he’d had a random sexual encounter. And the other is the writer Jack Kerouac, the subject of a documentary Elverum watches during a long flight. There’s a lot to take in, and these stories at first seem arbitrary and unconnected. But as the song builds, they fold in on each other, collapsing the lines between past and the present, between reality and imagination, between what we can’t quite remember and what we will never forget.",Mark Richardson,86,Pitchfork,The 100 Best Songs of 2018
The Carters,APESHIT”,2018,"No one was prepared for “Apeshit.” The lead single from Beyoncé and Jay-Z’s surprise joint album brims with cocky gratitude for the high life, flaunting Bey’s head-spinning flow and Jay’s louche, laid-back delivery over an expensive, pop-trap background courtesy of Pharrell. While clearly indebted to Migos, whose demo of the song leaked just a few days after the Carters’ came out, “Apeshit” is further proof that the zeitgeist belongs to this power couple, who can claim a cultural moment whenever they please. Bey lists off fashion houses and sports cars like they’re items on her grocery list, but it’s her sneering “Get off my dick” that really sets the tone. Of course, the song is only half the story—the lavish video for “Apeshit,”one of the year’s best, finds the Carters lounging and dancing around an empty Louvre in designer fineries, a seamless mashup of icons old and new.",Eric Torres,85,Pitchfork,The 100 Best Songs of 2018
Valee,Vlone”,2018,"Valee is a serene individual. He keeps an indoor koi pond. And when an ABC sitcom hired him tomake a cameoas himself, he was asked to portray a thoughtful, patient listener. As usual, the rapper is a calm presence on “Vlone.” He only has a handful of lines in the song, and none of them bestow any real wisdom—he just talks about the clothes he’s wearing. “These are vintage jeans,” he half-mumbles before offering a clipped affirmative: “Mhm.” The song is a subdued flex coupled with a borderline sleepy delivery. He’s got nice things, but he’s not going on and on about it. Over minimal instrumentation, he’s literally telling you to leave him alone. Especially if you’re broke.",Evan Minsker,84,Pitchfork,The 100 Best Songs of 2018
Amen Dunes,Believe”,2018,"Freedom, Damon McMahon’s fifth record as Amen Dunes, is sprawling and shimmering, lingering somewhere between a memory and a daydream. Nowhere is this more true than on “Believe,” which examines the false promise of nostalgia while fully enveloped in its rosy glow. The song is built upon a series of impressions: snatches of spiritual imagery, glimpses into a childhood scored by the radio, brief pronouncements of devotion rounding out otherwise unintelligible verses. These details simmer over insistent plucks of guitar and swells of harmonica, building to a cathartic climax as McMahon gives thanks for his past and confronts his future head-on.",Madison Bloom,83,Pitchfork,The 100 Best Songs of 2018
JPEGMAFIA,Macaulay Culkin”,2018,"In what’s been a breakout year for Baltimore rapper JPEGMAFIA, “Macaulay Culkin” offered a brief glimpse into the man behind the music, sans all the piss and vinegar that made up his excellentVeteranLP. On this rare moment of reflection, he name-checks a few recognizable figures to assess how he truly feels behind the scenes. “I got my hands on my face like Macaulay Culkin,” he spits at the top of the two-minute track. “Black man, white fam, I feel like Jason Jordan,” he claims, referencing the WWE star. He’s Rick and Morty in the science lab, Mulder and Scully solving mysteries. All of which is to say: There’s no telling who you’ll get from one JPEGMAFIA track to the next.",Marcus J. Moore,82,Pitchfork,The 100 Best Songs of 2018
Lil Peep,Life Is Beautiful”,2018,"It hurts to hear Lil Peep acknowledge that life can be worthwhile. He does it a lot, perhaps with some irony, in “Life Is Beautiful,” a song originally written and released in 2015 and then gorgeously reworked for the emo rap star’s posthumous album,Come Over When You’re Sober Pt. 2. On the track, Peep presents myriad of examples of how devastation is part of everyday life, whether it takes the form of a soul-crushing office job, being targeted by the police, or pining for the approval of your crush. But after each one, he seemingly shakes his head while asking the question: “Isn’t life beautiful?” The track’s producers, Smokeasac and IIVI, envelope his melancholy vocals with pooling synths and creaking cello lines, giving it a pulsating, breathing quality. In all its wounded grace, the song gets a chance at new life.",Michelle Kim,81,Pitchfork,The 100 Best Songs of 2018
Nilüfer Yanya,Thanks 4 Nothing”,2018,"Nilüfer Yanyais noAriana Grande. Where the megastar won platitudes for her magnanimity in “thank u, next,” the young London singer’s “Thanks 4 Nothing” is the bitterest sort of kiss-off. Yanya’s protagonist doesn’t just see the world through a glass-half-empty lens; she takes a sip and smashes her tumbler on the ground. “Will you and I waste this?/I won’t even try in case it don’t work/I hate you and I hate this,” she sings, her voice as unsteady as a small, wounded bird. Romantic fatalism has rarely been so straight-up nihilistic. Fortunately, Yanya knows how to make the most bilious heartbreak not just palatable, but even refreshing. Her pitter-pat drum machine and clean-toned guitar evoke the most wistful strains of vintage UK soul and indie, likeSadeandEverything But the Girl, and her voice is nothing short of revelatory, capable of drawing a one-syllable word into a four-note melisma in the least showy way possible. And the vulnerability of her tone, octaves jumping like a catch in the throat, is the balm to counterbalance all that scorched-earth attitude, injecting every breath with a potent mixture of defiance and regret.",Philip Sherburne,80,Pitchfork,The 100 Best Songs of 2018
Ravyn Lenae,Sticky”,2018,"Nineteen-year-old R&B singer Ravyn Lenae may have been classically trained at the Chicago High School for the Arts, but she’s got a jones for experimental, jagged, synthy beats and left-of-center soul. Taken from her third EP,Crush, which was produced by the Internet’s Steve Lacy, “Sticky” is a full-tilt, psychedelic slow burn. By turns freaky and hypnotic, the song is like Lenae’s version ofPrince’sSign o' the Timesdeep cut “Strange Relationship”—the lyrics find her flummoxed in love, under the spell of topsy-turvy emotions. The intro, a flood of standalone organ chord changes, already sounds legendary; by the time the blunted groove drops and the hiccup melodies in the verses follow, you’ll be hooked. But it’s Lenae herself that makes “Sticky” glisten: Her gossamer mezzo sounds like a wicked mix ofKate Bush,Minnie Riperton, andAaliyah.",Jason King,79,Pitchfork,The 100 Best Songs of 2018
Lolina,The River”,2018,"Lolina,the experimentalist formerly known asInga Copeland,has always played her cards close to her chest. InHype Williams, herduowithDean Blunt, she toyed with further aliases, offered only the most cryptic interview responses and performed masked or from deep inside a dry-ice fog. Her 2018 albumThe Smoke, which switchbacks through dissonant piano counterpoints and spindly Casiotone fugues, is not much more forthcoming. “The River” is the album’s most immediate track—it could almost be a vintage Tricky outtake, but trip-hop is rarely as unsettling as this. Synths chatter like roosting birds and beats drop out when you least expect, throwing her words into relief against sudden silence. Lolina switches between singing and speaking modes like someone who can’t decide whether to jog or to walk, sounding sullen and playful all at once. The conflict at the center of the song—“You tell me, ‘Open your eyes’/That means I won’t”—sounds like as true a thing as she’s ever sung. Wherever this river may lead, both its origin and its destination are known only to her.",Philip Sherburne,78,Pitchfork,The 100 Best Songs of 2018
"Tyler, the Creator",OKRA”,2018,"Tylerhasn’t talked his shit like this in years. Maybe he’s been too busy—launching a successful fashion line and music festival, making TV shows, and taking on the role of rap’s easy-listening radical with 2017’sFlower Boy. His deliberate empire-building across this decade almost makes you forget that he established his brand on total chaos, that he crunched down on a cockroach and staged his own hanging in the “Yonkers”videoalmost eight years ago. A spiritual successor to that breakout hit, “OKRA” is an unapologetically hard banger celebrating Tyler’s many wins. A blown-out bass ushers in Tyler’s crooked, Valee-nodding flow, as he rolls through an abundance of imperial lines including, “Tell Tim Chalamet to come get at me.” Consider this song a sneering reminder that the goblin is still somewhere inside him.",Matthew Strauss,77,Pitchfork,The 100 Best Songs of 2018
Tirzah,Devotion” [ft. Coby Sey],2018,"Tirzah sings “I just want your attention,” and time stops. When the British artist allows a line to leave her mouth, it lingers, intimate and close. On “Devotion,” desperation is felt in producer Mica Levi’s looped instrumental, elevating Tirzah’s quiet urgency with every slow-moving piano key and woozy beat of the drums. She wants it all, without exception: all the comfort, all the understanding, all the love. This is her plea, vulnerable to the point of transcendence—her aching desire to be with one other person only.",Alphonse Pierre,76,Pitchfork,The 100 Best Songs of 2018
Helena Hauff,Hyper-Intelligent Genetically Enriched Cyborg”,2018,"In its dark, hypnotic call-and-response of acid squibs and synths jumping over distorted snares, “Hyper-Intelligent Genetically Enriched Cyborg” feels like a peek into the best rooms of techno’s past: the clubs of 1994 Berlin, or the industrial spaces of Cleveland in 1988. But this standout track from Helena Hauff’s excellent second album, Qualm, is rooted firmly in the present, too, down to its title subject matter: This year, pop culture has percolated with paranoia about technology, and, quietly, we’ve already seen futurism realized in gene-modified births. The techno future is here, and if we haven’t spent a lot of time questioning its fancy new tools—who has them, how they should be used—then we ought to. Hauff’s radical politics make it easy to hear this track as a sonification of the mind of such a gene-“cleansed” genius cyborg, as unmoored from humanitarian ethics as the corporations who built it. So listen warily to this siren’s warning.",Daphne Carr,75,Pitchfork,The 100 Best Songs of 2018
Yves Tumor,Noid”,2018,"“Noid” seems to present an artist reborn: an antic experimentalist pivoting to pop in riotous fashion. But close inspection reveals Yves Tumor to be as intense as ever, with the song lurching into urgent extremes. It’s perhaps the year’s most visceral response to brutality against black bodies, refocusing the singer and producer’s dissident energy into music that involves, enraptures, and implicates. As Tumor repeats a few biting phrases (“9-1-1, can’t trust ’em...”), time seems to stall in a heightened moment, as if violence might be imminent. The beat propelling the cinematic strings, so harried and urgent, would sooner flee than fight, and indeed seems already on its way. From there, “Noid” presents a spectacular balancing act in which paranoia threatens to snap into terror. Rarely is radical art so neatly set at the precipice of delirium.",Jazz Monroe,74,Pitchfork,The 100 Best Songs of 2018
Gunna,Sold Out Dates” [ft. Lil Baby],2018,"Both Gunna and Lil Baby grew from Young Thug’s rib, but the pair’s breakout collaboration, “Sold Out Dates,” owes just as much to Lil Uzi Vert’s “XO Tour Llif3.” It’s a mission statement for overmedicated troubadours with chemical dependencies, low-level paranoia, and $20,000 in one-dollar bills. “Dates” is produced by Turbo and Ghetto Guitar and sounds like the kind of thing a grizzled country star might pull out at an after-hours club, much to the dismay of his three publicists. Gunna and Lil Baby are likely destined for different kinds of stardom—slow-and-steady and stratospheric, respectively—but “Sold Out Dates” finds them perfectly in concert.",Paul A. Thompson,73,Pitchfork,The 100 Best Songs of 2018
Slowthai,Ladies”,2018,"Slowthai raps like every song is his last gasp. “Ladies,” a paean to the women who shaped the UK grime MC, is no less fevered, but it’s also his most open and wholehearted song yet. Delivered over a stuttering, 8-bit beat, Slowthai’s lyrics jump from the gaps in his teeth to the promise of a yellow brick road, rattled off with a characteristically impish grin. But there’s newfound tenderness and an unexpected kind of feminism here as he raps, “I appreciate queens ’cause they made us.” It’s a quality made even more evident in the accompanying music video, where he lays naked and prostrate next to a clothed woman and later faces the camera wrapped in her arms. He’s searching for redemption and, whether he finds it or not, the excursion is exhilarating.",Eric Torres,72,Pitchfork,The 100 Best Songs of 2018
Pistol Annies,Best Years of My Life”,2018,"Heartbreak, of course, is country music’s meat and potatoes—and Pistol Annies’ Miranda Lambert, Ashley Monroe, and Angaleena Presley candoheartbreak. “Best Years of My Life” is a deceptively simple, devastatingly intimate domestic drama about love that left with a whimper, not a bang, and the mundane narcotics (prescription opioids and brainless TV) that help numb the ache. It’s a song that feels like listening to someone’s heart slowly snuff out from lack of emotional oxygen, with a sweet, sad, spare guitar line that slowly grows louder and fuzzier. The lyrics detail a compounded sadness; we mourn for the dead relationship, yes, but more so for all the possibilities its lingering dead weight is taking the place of. There are interior epics hidden and thrumming underneath the most ordinary events in human lives, and Pistol Annies excel at revealing them.",Alison Fensterstock,71,Pitchfork,The 100 Best Songs of 2018
Kamasi Washington,Fists of Fury”,2018,"Los Angeles saxophonist and composer Kamasi Washington’s second album commences with a rallying cry. “Fists of Fury” is a cover version of sorts, a bold refresh of Joseph Koo & Ku Chia Hui’sblaring theme tunefor the 1972 Bruce Lee filmFist of Fury. In the hands of Washington and his band, though, it becomes explicitly political: a noble call for justice and retribution that feels like a call-to-arms for the Black Lives Matter era. There is a righteous anger here, but the track itself is utterly beguiling. The arrangements invoke the rhythmic motifs of Blaxploitation funk and Latin music, massed strings adopt a honeyed swoon, and Washington and pianist Cameron Graves turn out magnificent solos that give the song’s 10 minutes a sense of perpetual lift. A feat of graceful pugilism, “Fists of Fury” floats like a butterfly, stings like a bee.",Louis Pattison,70,Pitchfork,The 100 Best Songs of 2018
Marie Davidson,Work It”,2018,"On the surface, “Work It” is a walloping dancefloor motivational for the secure-the-bag generation. Quebecoise singer and producer Marie Davidson weaves an elegant lattice of analog percussion—thudding kicks, dotty drums, clanging digital cowbell—before swooping in with a stern, business-bitch monologue listing the virtues of hard toil. “I don’t wanna see any fake-ass workers,” she demands. “I needreal builders.” Job done? Not quite. Considered in the context of its parent album,Working Class Woman, “Work It” emerges as part of a nuanced reflection on the psychological cost of being a touring musician—the physical and mental toll of hedonism, the stress of being your own boss. With this in mind, the song’s spoken text emerges as something more precarious: an admission of workaholism set to a runaway pulse that just can’t—or won’t—stop. It’s an important reminder of a truth that’s seldom spoken: You can still work yourself to death doing something you love.",Louis Pattison,69,Pitchfork,The 100 Best Songs of 2018
Empress Of,When I’m With Him”,2018,"“When I’m With Him” is a Trojan horse of a song, an exuberant dance-pop banger that conceals the internal loneliness of secretly falling out of love. Like Robyn, Empress Of’s Lorely Rodriguez refracts her sorrow through assertive drums and blossoming, golden synthesizers. The track’s skipping beat and sunny production transform heartache into tantalizing melodrama. Rodriguez does this with remarkable self-awareness, acknowledging that she is repressing emotions while still attempting to articulate those tangled feelings. She sings in both Spanish and English here, and each language provides a unique cadence; the Spanish phrases in the pre-chorus tend to be more staccato, while the following English phrases flow like cursive. Like sugar added to a savory stew, the contrast enhances both sensations.",Vrinda Jagota,68,Pitchfork,The 100 Best Songs of 2018
Lizzo,Boys”,2018,"In a year buoyed by auspicious hip-hop women, fromCardi Bto Tierra Whack, Lizzo continues to brand herself as the no-fucks poster girl for the utopian promise of letting your freak flag fly. The classically trained Minneapolis musician’s single “Boys” is an infectious dance tribute to all things XY chromosome, topped by a saucy black-and-whitevideofilmed in front of urinals. The song is freewheeling retro fun: The exuberant rhythm track recalls Timberlake and Timbaland’s “SexyBack,” and when was the last time you heard an old-school electric guitar solo during the bridge? Sassy to the hilt, Lizzo laundry-lists the boys who quench her thirst (“itty bitty boys, Mississippi boys”), and her declaration “Baby I don’t need you/I just want to freak you” pays homage toMissy Elliott’s combination of raunchy good-humor and sexual autonomy. Lizzo also racks up points for her inclusive approach to man crushes when she confesses: “I don’t discriminate, come and get a taste/From the playboys to the gay boys.” “Boys” ain’t rocket science, but it’s downright subversive to hear a plus-size black woman owning her sexual lust and essentially grabbing her own pussy in the face of persistent toxic masculinity.",Jason King,67,Pitchfork,The 100 Best Songs of 2018
serpentwithfeet,bless ur heart”,2018,"On the chorus of “bless ur heart,” the word “heart” swells to fill a whole line. It grows eight extra syllables and as many sonic embellishments; a wall of sound that sensually mirrors the way love buoys every molecule in one’s body. The lead single from serpentwithfeet’s debut albumsoil, “bless ur heart” is a perfect introduction to his fantastical and fleshy style of songwriting. Vocally, there are nods to his church choir background and to his Brandy fandom—the two singers utilize a tremble to texturally convey tenderness—but it’s lyrically that serpentwithfeet really flies. In a song about a lover who taught him gentleness and inspired his writing, he imagines creatures to carry his notes deep underground, stories that grow feet, and bodies that rid themselves of rivers. That love and language can both be transformative is not a new tale, but it takes a gifted storyteller to show how snugly they dovetail.",Ruth Saxelby,66,Pitchfork,The 100 Best Songs of 2018
Ariana Grande,Sweetener”,2018,"“Sweetener” is not subtle. “Hit it, hit it, hit it, hit it/Flip it, flip it, flip it,” Ariana Grande instructs on the chorus to her fourth album’s title track, resembling an X-rated game of Bop It. Amid the track’s svelte production—trickling percussion, cushy bass hits, a lusty and cascading synth line—Pharrell punctuates Grande’s commands with a high-pitched “sheesh!” like a steam whistle cutting through the air. It all adds up to a gleeful evocation of sensuality on an album consumed with the heady pleasures of new love. “Sweetener” carries a tender streak, too, embracing the notion of finding the good in so much bad, and toasting to the people in one’s life who encourage such perseverance. At a Manchester tribute concert following the deadly bombing at her show there last year, Grande said, “The fact that all of those people were able to turn something that represented the most heinous of humanity into something beautiful and unifying and loving is just wild.” And “Sweetener” embodies that same look-on-the-bright-side universality—a reminder that even the worst feelings can be turned into something radiant and nourishing.",Larry Fitzmaurice,65,Pitchfork,The 100 Best Songs of 2018
