Artist,Song,Year,Review,Reviewer,Ranking,Source,Source Title
Arctic Monkeys,A Certain Romance,2006,"I still think they'll regret choosing that bandname in a few years (if they don't already), but give these boys a little fuzz guitar and you won't care what they're called. ""There's only music so that there's new ringtones"" is such a funny indictment that its place in a larger narrative-- about living in a small town among the chavs-- feels like a bonus. Of course, the Arctic Monkeys place themselves inside this world, but you get the feeling that the bands there could never come up with an arrangement as clever and subtly varied as this one. You get rolling surf drums, crunching riffs, and affable chime in about the space of 30 seconds, and the neo-ska bass and guitar parts are a perfect complement to the proudly working class accents that put it all together. -",Joe Tangari,90,Pitchfork,The 100 Best Songs of 2016
Annuals,Brother,2006,"You've got to wonder about Annuals frontman Adam Baker, a 19-year-old who sounds like he can't stop having ideas long enough to sort through them: The first 110 seconds of ""Brother"" are all intricacy-- cricket samples, a gentle acoustic guitar, and Baker's multi-tracked vocals creaking over an electronic bed. And then, it explodes, his sextet perpetually cresting on a two-minute crescendo-turned-coda. Guitars crunch, drums march, and he sings, ""Now I've grown, bold and lonely/ I should have stayed with dear brother at home."" If this is what undergraduate angst from hyper-creative kids sounds like in 2006, it could hardly be better. -",Grayson Currin,89,Pitchfork,The 100 Best Songs of 2016
Geiger,Good Evening (SuperMayer Remix),2006,"The website  Resident Advisor  recently said ""nothing can redeem [Michael Mayer's ""Good Evening"" remix]… It's one of the most pompous, overblown pieces of Wagnerian microtrance I've heard in a good while."" But I thought that's why it was so awesome! Maybe I'm just a sucker for superoverorchestrated trance (calling this ""micro-""anything is a bit, um, wrong). Or maybe, like my French forebears, I'm just way too eager to roll over for German pomp and circumstance. But if one of your main complaints in this era of minimal techno is that dance music just isn't whooshy enough, the dynamic duo of Superpitcher and Michael Mayer should restore your faith. -",Jess Harvell,88,Pitchfork,The 100 Best Songs of 2016
Yeah Yeah Yeahs,Cheated Hearts,2006,"Truth: I wrote off Show Your Bones at first and not for a very good reason: I didn't like the first single, ""Gold Lion"". But this follow-up does all the things that great Yeah Yeah Yeahs song do: Ripcord solos from Nick Zinner, a breezy melody that spirals into freakish yelping from Karen O, and sky-bomb crescendos throughout. Nobody locks in and out of momentum like this band when they're flying, and ""Cheated Hearts"", while never as sticky or grand as ""Maps"", marks a rare accomplishment in 2006: A top-line, major-label alternative rock band with a hit and a heart. -",Sean Fennessey,87,Pitchfork,The 100 Best Songs of 2016
Spank Rock,Sweet Talk,2006,"Spank Rock was 2006's most successful act from a burgeoning hip-hop movement that emerged out of neither traditional rap circles nor high-minded backpacker ciphers. Working alongside fellow Philadelphians Plastic Little and Amanda Blank, he had the album that sold best, and for that, we can give him-- and especially his producer XXXChange-- a whole lot of credit. ""Sweet Talk"" sums up the equation: Spank Rock's syncopated vocals are but one puzzle-piece in XXXChange's playfully cluttered tapestry, which loops a guitar-lick and a wicked catchy female chant into filthy good times. -",Zach Baron,86,Pitchfork,The 100 Best Songs of 2016
Beyoncé,Ring the Alarm,2006,"So many questions! Why does the other girl get everything Beyoncé owns if Beyoncé lets this guy go? Did she not sign a pre-nup? (Is she secretly married?) If the other girl's rocking of chinchilla coats and VVS stones hinges on Beyoncé's letting him go, why doesn't she just, you know, not let him go? And why would anyone cheat on someone as hot and awesome as Beyoncé to begin with? Is it 'cause she goes a little crazy sometimes? -",Amy Phillips,85,Pitchfork,The 100 Best Songs of 2016
Boris,Farewell,2006,"The heavy shoegaze anomaly on an otherwise hard-charging metal record, ""Farewell"" opened Pink and closed out Boris' live shows. It was from the gossamer calm of this song, one sensed, that Boris got in the mood to be Boris. The wind-tunnel vocals and deferential cymbal crashes, the single sustained chords and drawn-out three-note runs; this was the gradually building sound of a band settling into their headspace and preparing to lay waste. It felt like either a demonstration of their private dynamic or the slow application of their public face: Either way, it was one of the heaviest metal tracks of the year that couldn't rightly be termed ""metal"" at all. -",Zach Baron,84,Pitchfork,The 100 Best Songs of 2016
Cansei de Ser Sexy,Alala,2006,"Mediocre musicians, shitty dressers, all the glamour of a sweat stain: CSS have a lot going against them. But ""Alala"" was CSS at their over-the-shoulder ash-flick coolest, so nonchalant even while begging; implying filthy things (""I wanna be that dirtyfinger"") without saying them (""alala""). Brazil's sleaziest export is all about image, so it's funny that their best song is about not measuring up. ""You're so cool/ Can I be your friend?"" asks Lovefoxxx coyly, over smarting, jagged keyboard lines. It's hard to know who she's submitting to, but the synth grinding away in the foreground elicits satisfied groans, like it's her own music sending her over the edge. Call it narcissism or harmless self-love-- it makes a great single. -",Jessica Suarez,83,Pitchfork,The 100 Best Songs of 2016
Kris Menace Presents Stars on 33,I Feel Music in Your Heart (Lifelike and Kris Menace Remix),2006,"Nothing like a shot of Xanadu neon to wake you up. ""I Feel Music in Your Heart"" evokes unabashed disco fashions and a dumbstruck reverence for love, the topic on which house music wrote its thesis. 2006 wasn't exactly the year to get nostalgic for rollerskate angels in short shorts, but lest you doubt the power of rose-colored disco, behold Lifelike and Kris Menace's take on it. The beat is pumped up like the gushing hearts so apparently full of music, but the real Stars are the layered vocals teasing their message in harmony: ""I feel music in… I feel music in…"" Glittery and fantastic. -",Dominique Leone,82,Pitchfork,The 100 Best Songs of 2016
My Robot Friend [ft. Antony],One More Try,2006,"I'm testing a theory that it's impossible to be genuinely upset about anything while this song is playing. Something about the unflinching 808 beat and surgically clean synthesizers seem to ask, ""Is it really that big a deal?"" Of course, a disarmingly fun and sassy vocal performance from Antony-- a guy who managed to eke self-aware humor out of a song called ""Hitler in My Heart""-- doesn't hurt. ""One More Try"" embraces its own superficiality with restraint and simplicity, and in doing so becomes a powerful prophylactic against all things anguished and complicated. -",Matt LeMay,81,Pitchfork,The 100 Best Songs of 2016
Nelly Furtado [ft. Timbaland],Promiscuous,2006,"Prior to hooking up with the new and improved Timbaland, Nelly Furtado's music was working as the muzak in granola coffee bars all across American college campuses. But with tracks like ""Promiscuous"" selling cellphones and making kids scream her name on ""TRL"", Nelly officially joined the world of pop. Here, she reclines atop Timbo's bed of pop-and-lock synths like a laconic Debbie Harry, waiting for the right man to figure out what she's thinking. She acquits herself nicely, trading lines with Mr. Mosely, but it's those coy ""la la la""s at the end of the track that speak volumes. -",David Raposa,80,Pitchfork,The 100 Best Songs of 2016
Cam'ron,Weekend Girl,2006,"Let's face it, this wasn't a banner year for Cam. Wayne showed him up on his own jam. His movie made State Property look like The Godfather. His album tripped on an overabundance of ostentatious fanfare, making fans long for the days when his default was breezy, not brutish. Then he was oddly quiet for months, except for this carefree come-on that laid on that Purple Haze charm thick. Peppered with smooth uptown nostalgia and downtown creeping, ""Weekend Girl"" was the gangster-Gestapo antidote we wanted to hear. No forced pomp, just a quaint, rhetorical question: ""What you doin' this weekend?"" -",Ryan Dombal,79,Pitchfork,The 100 Best Songs of 2016
Be Your Own Pet,Adventure,2006,"Even if every review hadn't already told you that Be Your Own Pet are teenagers, you probably would've figured it out from this song. Maybe not from the wide-open sprawl of the rhythm section, or the elegant swoops of guitar, or the captivating vocals-- all of which sound like the work of people who know what they're doing and have been at it for a while. No, you'd have figured it out from the way this track leaps around ecstatically and talks big (""We're, like, adventurers! We've been to every place, anywhere in the world!"") with enough energy to leave even tired old jerks like me enthusiastic about the epic possibilities of, like, life and stuff. -",Nitsuh Abebe,78,Pitchfork,The 100 Best Songs of 2016
Jamie Lidell,Multiply (In a Minor Key),2006,"Where Jamie Lidell's live sets are feats of technological prowess that find him singing, beatboxing, and sampling his way from climax to climax in real time, this duet with his frequent tourmate Gonzalez is a more controlled affair. Stripping down the arrangement to boogie-woogie piano vamps and vocal acrobatics, this is far more intimate than the original version, even while Lidell's voice is multiplied into pinwheeling, layered harmonies. Gonzalez mirrors the vocal fireworks with bright rolls and tone clusters as an imaginary crowd murmurs approvingly beneath it all. For all the melancholy of the title and lyrics, you'd be hard-pressed to find a more celebratory song. Coming unglued never sounded so good. -",Philip Sherburne,77,Pitchfork,The 100 Best Songs of 2016
Cham [ft. Akon],Ghetto Story (Remix),2006,"The track is almost non-existant: skeletal snare-ticks, gasping, gauzy synths, and lots of empty space. It leaves room for voices and words, and Cham and Akon fill that space enormously. Cham's rangy hyena yowl couldn't be further from Akon's shivering autotuned tenor; they're gravel and silk. And they're both in terse, economical storytelling mode-- Cham recalling a hardscrabble Jamaica childhood, weaving in half-forgotten memories about kids getting shot, and Akon singing about immigration, car theft, and prison. The two stories never intersect, but the way both singers' voices work together makes it an all-encompassing tapestry of violence-- City of God in song. -",Tom Briehan,76,Pitchfork,The 100 Best Songs of 2016
The Killers,When You Were Young,2006,"After all this time, sincerity remains the Bossman's calling card, which is why some found this Bruce tribute from upwardly mobile Vegas con men so troubling. Epic, romantic rock may have been invented some time in the early 1970s but now it's a form like any other, a costume that can be pulled from the rack when you want to try a new number. And Killers fit their suits well on this explosion of rock grandeur and pomposity. Once upon a time this kind of stuff just wafted out of radios and you didn't know who'd made it or what they stood for; all we were left with was a song and a hook, and a phrase like ""when you were young"" rang true even if you were 10 years old. -",Mark Richardson,75,Pitchfork,The 100 Best Songs of 2016
The Pipettes,Your Kisses Are Wasted On Me,2006,"When the Pipettes broke on the internet with this song, their YouTubed concert video introduced the three members: the sassy librarian, the one who sings pretty, and the one who waves her arms. The stomping hook and frothy Technicolor chorus put the band squarely on the map, and it also helped kick off a Shangri-La's renaissance-- partly because these three made their forebears' lyrics seem like Shakespeare by comparison. But even if the verses are more brush-off than tragedy, the declaration of the title is stadium-sized. We'll always be suckers for big hooks and polka-dot dresses. -",Chris Dahlen,74,Pitchfork,The 100 Best Songs of 2016
Poni Hoax,Budapest,2006,"Drone disco-- like black mascara on club queens you wouldn't let blow you for all the coke in NYC-- isn't for the faint of fashion. French people don't bat an eyelash, of course-- they were goth-chic before goth was. But for the rest of us, ""Budapest"" makes a great excuse to get dark and ready to go out. If the vocals make you feel queasy, maybe imagine them coming from your roommate's girlfriend. The one you're trying to steal. And if the track's lo-fi-ish production doesn't grab you, focus on the dreamy chord progression. The one ripped from Can. -",Dominique Leone,73,Pitchfork,The 100 Best Songs of 2016
Built to Spill,Goin' Against Your Mind,2006,"It'd been a five-year dry season for Built to Spill fans, and an even longer drought for those still wishing for a pure throwback to the wide-scale guitar mantras of Perfect From Now On. For those listeners, the nine-minute ""Goin' Against Your Mind"" provides a welcome and long-overdue deluge, encapsulating the group's diverse strengths so deftly that, at first glimpse, it seemed almost like a mirage on a desert horizon. Driven by Scott Plouf's unyielding backbeat, this typically wry saga of inner confusion is at its best when Doug Martsch drops his UFOs-as-God whispers and lets the guitars do the heavy thinking. Packed tight with overlapping riffs and melodies, this track is likely to stand as one of Built to Spill's definitive creations, and is undiminished by the fact that little else on You in Reverse is quite able to match its heights. -",Matthew Murphy,72,Pitchfork,The 100 Best Songs of 2016
Candi Staton,His Hands,2006,"Manhandling is the central motif of Candi Staton's recorded output-- as well as much of her adult life. It's hard not to see ""His Hands"" as the epitome of that strain. Her preacher's-son husband mistreated her before she became a star, and this song's main character is equally beholden to both an abusive mortal patriarch and an erotic male God. Southern men wrote and produced Staton's music decades ago (even forcing her to do multiple takes to irritate her throat, in pursuit of her famous wise-victim rasp) and for this 2006 gem she had a Lambchopper manning the boards and Will Oldham penning the lyrics. The mournful sex-gospel of ""His Hands"" compensated, in the pop culture karmasphere, for Peter Jackson's sentimental fumbling of King Kong : Staton wailed from the viewpoint of woman as a captive possession of a self-loving, barbaric, masculine will-to-power. -",William Bowers,71,Pitchfork,The 100 Best Songs of 2016
El Perro del Mar,God Knows (You Gotta Give to Get),2006,"Where UK peers the Pipettes update 1960s girl groups' chipper choreographed harmonies, Sweden's El Perro del Mar remembers there were moments when-- well, there were moments when. For all its stiff-lipped self-recriminations, ""God Knows (You Gotta Give to Get)"" is still the least melancholy song on singer/songwriter Sarah Assbring's sophomore album, and the most painfully affecting. ""I've been taking a lot without giving back,"" she sighs in her half-whisper, and not even big-screen strings, doo-wop backing vocals, and glistening saxophone can comfort her. Sometimes love just isn't spelled L-U-V. -",Marc Hogan,70,Pitchfork,The 100 Best Songs of 2016
Oneida,Up With People,2006,"Despite clocking at nearly eight minutes, ""Up With People"" claims the 2006 Yamatsuka Eye Cup for the year's swiftest free climb. Riding a tangle of tweaked guitars and Kid Millions' frenetic drum patterns, Oneida deliver their sermon (""The highest hills feel the sweetest breeze/ You've got to get up to get free"") with such wild-eyed fervor that they sound about a click or two from moving to a yurt in the Himalayas. Near the three-minute mark a gale of distortion threatens to blow the fevered crew hopelessly off course, but they soon scratch their way back into formation with such determination and diligence that you'll grow increasingly convinced to trust their guidance, no matter how thin the oxygen gets. -",Matthew Murphy,69,Pitchfork,The 100 Best Songs of 2016
Klaxons,Gravity's Rainbow,2006,"Copping feels from a dozen genres, ""Gravity's Rainbow"" was scrappy but streamlined powder/pill music for children. Its chorus' first half (""Come with me/ We'll travel to infinity"") sounded like something a pegasus might tell its young master without a hint of bestiality. The next lines, though (""I'll always be there/ For you, my future love""), were considerably more earthbound, further softening the hardcore-punk bassline that Jamie Reynolds' falsetto boy-cooing already disarmed. The rave keyboards and rock guitar solo helped sustain the surprise-around-every-corner vibe of this dance track, to which actual dancing was fairly difficult. Even the Klaxons backlash, undoubtedly just over the horizon, promises to be interesting. -",William Bowers,68,Pitchfork,The 100 Best Songs of 2016
E-40 [ft. Keak Da Sneak],Tell Me When to Go,2006,"2006 was the year kids jumped out of moving cars for fun. E-40, Ambassador of the Bay, shepherded ghostriders to the promised land with this Lil' Jon-adrenalized version of hyphy's thumping, bleeping club-rap hybrid. ""Tell Me When to Go"", along with its video, turned thizz-facing, stunna-shading, and dread-shaking into national phenomena and introduced the Bay as one of the most fully realized scenes in music. But the real gift was the wolfish Keak da Sneak, who blew down his guest verse and finished with the brilliantly inane, ""Yadadamean, yadada, I'm saying, though."" Once familiar with hyphy's sense of commercial subversion, the ""dada""'s didn't sound so dumb and E-40 looked like Moses. -",Pete Macia,67,Pitchfork,The 100 Best Songs of 2016
Swan Lake,All Fires,2006,"Hip test: Can you avoid the temptation to hold lighters and/or hands during Spencer Krug's luminous refrain? ""All fires have to burn alive to live,"" he sings, his voice, a simple acoustic progression, and a parable about a flood that kills half its kingdom clicking together as indie rock's answer to arena balladry. But ""All Fires"" is in minor shambles, the product of three excellent songwriters (Krug, Dan Bejar, Carey Mercer) being comfortable enough to let perfection fall apart. -",Grayson Currin,66,Pitchfork,The 100 Best Songs of 2016
Liars,Let's Not Wrestle Mt. Heart Attack,2006,"Despite its pacifistic title, this is a war song; it marches forward with grim resolve, and seems always on the verge of erupting into fantastic violence. But it never does. Instead, its deranged madrigals, cyclical drones, and ceremonial percussion percolate with circumscribed abandon, and the seemingly inevitable brutality looms larger for its latency. You can tell Liars are pushing toward some kind of personal transcendence; you peer through the song's swirling vapors for the ceiling that must be broken through, and then you see it-- it's below your feet; you're already floating. This is what TV on the Radio's music might sound like if lightning-struck and turned to glass. -",Brian Howe,65,Pitchfork,The 100 Best Songs of 2016
Prince,Black Sweat,2006,"It's like he knew that the Jehovah's Witness lite-jazz rubberband was about to snap and so, boom, here it is-- an undeniably stone cold Prince jam with all the trimmings: chorused guitars, lascivious confessions, weird speak/sing breakdown, and the trademark pitched-down snares that pop like chopped-n-screwed champagne corks. A friend from Minneapolis told me that Prince used to ride a specially constructed conveyor belt up to the mic-stand at his Paisley Park club gigs, and people would go berserk when they saw his silent silhouette hovering towards them. If Prince is that cool just standing there doing nothing, he's unstoppable when he makes an effort. Thank god for dirty old men. -",Drew Daniel,64,Pitchfork,The 100 Best Songs of 2016
Figurines,The Wonder,2006,"Figurines' stateside debut, Skeleton, opens with a piano ballad called ""Race You"" that, curiously, is the slowest song on the album. But it's all just a deceptive set-up for the second track, ""The Wonder"", where the Danish indie upstarts leave you flailing in the dust. Over a hyper-tense riff that makes your wrist hurt just listening to it, Figurines fashion an exhilaratingly urgent pop song that seems to be about nothing so much as urgency itself-- frontman Kristian Hjelm is in such a rush to get through the chorus (""It takes time/ To get it together for a long time"") that he apparently has no time to find another word that rhymes with ""time."" -",Stuart Berman,63,Pitchfork,The 100 Best Songs of 2016
The Field,Over the Ice,2006,"More throb than pound, ""Over the Ice"" sounds the way a rave does if you close your eyes: dazzling lasers become amorphous pools of color, and sharp sonics devolve into brooding clouds of intensity, still pulsing at the same urgent pace, but somehow kindlier, more nurturing. Like Todd Edwards crafting homages to Steve Reich, the Field's widescreen canvasses of cut-up, strobing, sampled vocals (I suspect from Kate Bush's ""Under Ice"") blur the lines between the minimal and the symphonic, the purely human and the total machine. But it's their romance more than their vision that wins the day, as they capture a world of desolation in every single half-sigh. -",Tim Finney,62,Pitchfork,The 100 Best Songs of 2016
The Mountain Goats,Woke Up New,2006,"Maybe you don't need an earth-shattering breakup to get this one; maybe your partner went on a long vacation and you're finding yourself mind-numbingly bored. The soft strumming of ""Woke Up New"" might sound limp at first listen, but John Darnielle has the storytelling stones to match the soundtrack to his protagonist's mood, laid out in the song's second line: free, lonely, and scared. What follows are rudimentary details and tactfully-deployed similes detailing the First Day After. It's hesitant and almost meandering, but when the chorus comes and Darnielle pleads ""What do I do?"" over and over in his lilting falsetto, it's less panicked than genuinely puzzled. Few songs chart such a particular emotional state so excruciatingly closely. -",Jason Crock,61,Pitchfork,The 100 Best Songs of 2016
Zeigeist,Tar Heart,2006,"In what must be the promotional coup of the year, some clever soul added an mp3 of this track to an early leak of the Knife's Silent Shout, leading plenty of people to note that, fake Knife or not, it was one of the most immediately thrilling things on the tracklist. Part of it was the addictive familiarity of the chorus, which turns out to be a lot like the vocal from ""Running Up That Hill"" plus the sequencers from ""Bizarre Love Triangle"". And part of it was that, like all good borrowers, these Swedes had worked up a dance track as great as its cousins, and with nearly the same combination of melodramatic tension and ecstatic release. -",Nitsuh Abebe,60,Pitchfork,The 100 Best Songs of 2016
Nelly Furtado,Maneater,2006,"On paper, a synthesis of Hall and Oates' ""Maneater"", Gwen Stefani's ""Hollaback Girl"", and PJ Harvey's ""Rid of Me"" sounds like the worst ironic hipster DJ mix ever. But when filtered through the Nelly and Tim dream factory, those sources come together to form something alluring and dangerous. Unlike the pair's other 2006 smash about overwhelming female sexuality, ""Maneater"" isn't coy or flirty. It's in your face with its warning: Watch out, boys, she'll chew you up. -",Amy Phillips,59,Pitchfork,The 100 Best Songs of 2016
Girl Talk,Smash Your Head,2006,"It may seem strange to celebrate a DJ mix cut; on Night Ripper, the chapter breaks seem arbitrarily placed amidst Greg Gillis' copyright-flaunting fantasia. But ""Smash Your Head"" is notable for containing the megamix's finest moment, when the micro-sampling settles down for an entire minute into a classic two-way mashup of ""Tiny Dancer"" and ""Juicy"". We're all supposed to be sick of such beat-matched juxtapositions by this point, but the surprising way Elton John's circular piano riff brings out the warmth of Biggie's reminiscences (with World Trade Center line triumphantly intact) is a vivid reminder of the form's ability to thematically reinvent, rather than just demonstrate, point-click skills. -",Rob Mitchum,58,Pitchfork,The 100 Best Songs of 2016
Kleerup [ft. Robyn],With Every Heartbeat,2006,"Let's not pretend this is anything but a Robyn track. Like a good director, Kleerup quietly sets the stage with a subtle sewing-machine beat and sobby strings, then lets his leading lady take the spotlight. Robyn quantifies her heartbreak, reducing it to its smallest element: ""It hurts with every step,"" she sings, ""but I don't look back."" But it's the coda that kills: ""And it hurts with every heartbeat."" She sings the line over and over, giving each syllable its own staccato beat. The effect is a sort of breathless internal conflict, as if she's finally freed herself into the big wide world only to find it suffocating. -",Stephen M. Deusner,57,Pitchfork,The 100 Best Songs of 2016
Booka Shade,In White Rooms,2006,"Booka Shade's 2006 wasn't as thrilling as their 2005, when the duo's ""Body Language"" was crowned Ibiza's Track of the Season, and their ""Mandarine Girl"" spawned an entire subgenre based on brightly twirling arpeggios. ""In White Rooms"" shares that very lineage, with rounded synth leads hopscotching across the song, landing with a neat new fillip every eight or 16 bars. Less immediately recognizable than their previous hits, and backed by a house beat so nakedly functional it might be Shaker, the song fades into a comfortable semi-anonymity when folded into a DJ mix. But that's precisely its paradoxical power, as the hook-- just out of reach of true hummability-- rises up from satiny pads to declare its reign. It's a brief victory, but while it lasts, a total one. -",Philip Sherburne,56,Pitchfork,The 100 Best Songs of 2016
The Blow,Parentheses,2006,"In addition to being a treat for anyone who's ever wondered what it would sound like if the Shangri-La's had laptops and USB keyboards, ""Parentheses"" is also Khaela Maricich's best performance since ""Hey Boy"". Yeah, in other spots her lyrics can feel like watching Me and You and Everyone We Know one too many times, but on this one you get to hear that voice-- always uncomfortably plain and direct, skipping from husky to choirgirl-- offer a curiously reassuring case for human connection. I admit it: Sometimes I just appreciate hearing her say she'll be there for me if I ever break down sobbing at the grocery store. -",Nitsuh Abebe,55,Pitchfork,The 100 Best Songs of 2016
Lily Allen,Smile,2006,"It's not exactly the sparkling commercial-ready pop trifle toothpaste marketing execs were hoping for; Lily's got nice teeth, but they probably need flossing. And that's the angle: ambling exterior, cutting core. Even when succumbing to cliché, she'll go out of her way to flip it just a bit, in lines like ""I found a light in the tunnel at the end."" Given her sudden stardom, her smile gets even bolder: Revenge in a diary-- or on a MySpace page-- is one thing but revenge from atop the pop charts is another. Feel for the poor sap being kissed-off: He thought he was fucking around on some rich girl who wore silly dresses and sneakers-- and then he got burnt by Lily Allen. -",Ryan Dombal,54,Pitchfork,The 100 Best Songs of 2016
Asobi Seksu,Thursday,2006,"""Thursday"" is lighter than air, opening with a chilly melody that sounds like it was recorded 50 feet down the hall from the door to a skating rink, and then foraying into ethereal pop. In truth, it sounds more like an endless Sunday than a bland workaday Thursday with its pillowy guitars, wispy ""aah ah"" chorus, and bright, chiming arpeggios. The bass and drums keep it tethered with an insistent rhythm, but even they let go of the ground after a time and just let the whole thing float. I can barely catch a word of the lyrics, but it seems beside the point-- the melody is celestial enough that gluing it to language would only be a distraction. -",Joe Tangari,53,Pitchfork,The 100 Best Songs of 2016
Barbara Morgenstern,The Operator,2006,"Here we have one of the most attractive synth-pop songs from one of the most attractive synth-pop albums of the year, and I should point out that Barbara Morgenstern's vocals are now competing with her production as the most interesting thing about her music. ""The Operator"" passes by in a whiff-- its double-take verse chords and baroque, midi-sounding drums never miss a beat. It's actually a busy song but never seems so, which is all the more reason to fall for it-- and if this blurb sounds like I have a crush on it, let me correct you: The crush is on the piano+vox B-side remix. -",Dominique Leone,52,Pitchfork,The 100 Best Songs of 2016
