Artist,Song,Year,Review,Reviewer,Ranking,Source,Source Title
Sic Alps,Message From the Law,2008,"San Francisco duo Sic Alps made the leap from primitive noisemakers to semi-pro songwriters in the blink of an eye. Their 2006 debut album was a stumbling wreck of overmodulated, blues-damaged debris, but by last year they had become equally capable of Nuggets-style gems. ""Message From the Law"", a 12"" B-side compiled on A Long Way to a Shortcut, is their shiniest stone yet, a fuzzy garage ditty built around bouncy chords, a finger-snapping beat belted out on trashcan drums, and the faded croon of Mike Donovan. It also has a skewed, loose edge that only an ex-noise band could muster, and while Sic Alps are still given to moments of dodgy confusion, their newfound clarity could be their cleverest trick yet. -",Marc Masters,90,Pitchfork,The 100 Best Tracks of 2008
Ponytail,Celebrate the Body Electric (It Came From an Angel),2008,"At first glance, the smiley, casualwear-clad Ponytail seem mild-mannered, but when it comes time for their ever-more-impressive feats of derring-do, their transformation time's little more than a count-off. And ""Celebrate the Body Electric"" is bona fide geek-to-superhero music, the surefooted sound of bottled-up rage exploding into banshee squeals and echoing guitars. It's easy to picture it underpinning some Peter Parker type's refusal to hand over the milk-money; or, for more practical application, the blast-off point of their revelatory live shows. ""Away we go now,"" Molly Siegel seems to be chanting as the tune catapults itself into the stratosphere, and with that, they're fucking off. -",Paul Thompson,89,Pitchfork,The 100 Best Tracks of 2008
Low Motion Disco,Things Are Gonna Get Easier,2008,"The Five Stairsteps' ""O-o-h Child"" is an old song about future days. Low Motion Disco's red-cheeked edit, ""Things Are Gonna Get Easier"", is instead a perfect soundtrack for our idealized present, at a time when hope actually seems totally natural. Revisit your pre-election, bailout-weighted October headspace, however, and remind yourself how absolutely necessary this song was in 2008. It's such an easy high that you wonder if the sort of margarine-spread treatment that LMD employ couldn't be used on every classic soul song. Go ahead: spend winter 2009 dreaming on a 17-minute ambient version of ""I Call It Pretty Music But the Old People Call It the Blues"". -",Andrew Gaerig,88,Pitchfork,The 100 Best Tracks of 2008
The Veronicas,Untouched,2008,"From its opening, pathos-laden synthetic strings, ""Untouched"" wears its artificial heart on its sleeve. Teen-pop duo the Veronicas verge on replicant-status here, chanting at lightning speed through a tongue-twisting account of joylessly insatiable desire. Musically, too, there is no satisfaction: With its brisk, stiff beats, moody guitar, and pseudo-gothic seriousness, ""Untouched"" is pop at its most totalitarian, demanding submission but indifferent to your enjoyment. Best of all is the high-pitched, melodramatic chorus-- ABBA-like in its touching simplicity and grimly formal perfection. ""Untouched"" literalizes the put-down ""manufactured pop"": this is strictly party music by and for flawless, heartless robots. -",Tim Finney,87,Pitchfork,The 100 Best Tracks of 2008
Los Campesinos!,"Sweet Dreams, Sweet Cheeks",2008,"""Any idea..."" e-mailed an editor in the summer of 2007 after seeing Los Campesinos!, ""...what that 'one vote for yes, two votes for no' LC! song is?"" It's ""one blink for yes, two blinks for no,"" and the song was ""Sweet Dreams, Sweet Cheeks"", from a 2006 demo available on the Welsh septet's MySpace. Like last year's #41 track, ""You! Me! Dancing!"", ""Sweet Dreams, Sweet Cheeks"" was an unmistakable indie hit from first listen-- LC! closed shows with it long before all but the most LC!-like (read: obsessive) audience members would've recognized it. On 2008's Hold on Now, Youngster..., producer Dave Newfeld (Broken Social Scene) has its youthful desperation spilling over all the more, a superabundance of shouts and scraggly guitar. The lyrics are gloriously elliptical-- Malkmus-gone-emo. As online music gets increasingly corporatized, indie rock appears to be reassuming the marginal place it held in the old brick-and-mortar economy; if so, a subculture crashes and burns magnificently here. -",Marc Hogan,86,Pitchfork,The 100 Best Tracks of 2008
Osborne,16th Stage,2008,"In his review of Todd Osborn's almost self-titled romp down electronic music's memory lane, Andy Battaglia correctly observes that the synth riff that drives opener ""16th Stage"" sounds a whole lot like the ""Doogie Howser"" theme. This is the kind of celebration Osborn likely envisioned when he came up with the idea of a record that meditates on the history of house music. The keyboard first comes off as cold and distant, but the song's weary hook persists over a beat and murmured vocals, warming into a fondly remembered moment of nostalgia. -",Mike Orme,85,Pitchfork,The 100 Best Tracks of 2008
Beach House,Gila,2008,"If you've never experienced a narco-haze, here's your chance to do it by proxy. In Victoria Legrand's sleepy world, the word ""Gila"" has about 17 syllables, and she spends the almost whole second half of the song finding different ways to draw it out into melodic ribbons. Alex Scally's guitar, meanwhile, winds like a sepia-toned serpent through the dry lakebed of organ and muffled drums that provides the song's foundation. This is Beach House during the off-season, boarded up and empty, but ringing with memories of warmth and activity. -",Joe Tangari,84,Pitchfork,The 100 Best Tracks of 2008
Titus Andronicus,Upon Viewing Brueghel's 'Landscape With the Fall of Icarus',2008,"Patrick Stickles is proving himself one of rock's great unreliable narrators, steering his alternately confident and weary Titus Andronicus through all of the existential dread at the heart of the sprawling The Airing of Grievances. ""Brueghel's"" is the record's literal centerpiece and arguably the tune from which all the others' lyrical threads unfurl. More than that, though, it's the one track on the album that sounds like it could break loose and go on forever, careening off the back of the spiny guitar line that runs through its second half and Stickles' tale of life unrequited. ""I was born into self-actualization,"" he imparts at the song's beginning with what sounds like a smirk, and when the tune's beery ballast crashes into his words about god and death and a Saturday night, you realize he almost means it. These young punks seem to be steering through the days with just as much of a clue as the rest of us, but on ""Brueghel's"", they've set quite a backdrop for getting derailed. -",Paul Thompson,83,Pitchfork,The 100 Best Tracks of 2008
Solange,Sandcastle Disco,2008,"Solange wants badly to convince us of her disco hipness, but ""Sandcastle Disco""'s video looks like a cross between Michel Gondry and those Hewlett Packard ""hands"" commercials, both of which seem like more fitting cultural touchstones for Solange than late-period Diana Ross anyway. For an artist (still) looking for a big-moment star turn, Solange works within herself on ""Sandcastle Disco"", and her honey-lipped restraint is the strongest evidence yet that Solange is more permanent than her titular featherweight palaces. There's nothing wrong with big sis' rapturous declaration, ""If you like it you should've put a ring on it,"" but Solange seems to understand that our relationship with her is still in the ""if you like it"" phase. So she sings soft and avoids uncouth innuendo, you know, keeps things ladylike. It's all very sweet. -",Andrew Gaerig,82,Pitchfork,The 100 Best Tracks of 2008
Love Is All,Wishing Well,2008,"Witchcraft, tarot cards, wishing wells-- what will it take to help Josephine Olausson find that one thing that's in her band's name?? ""Wishing Well"" doesn't provide any explicit answers, but it does turn the search into an exhilaratingly fizzy lo-fi pop shout-along that ranks as A Hundred Things Keep Me Up at Night's high point. That most Love Is All songs sound like they were recorded in a tin can is part of the act's charm; this one, however, could have been laid to tape inside a confetti-loaded firecracker about to go BOOM. And if the lyrics are all desperation, the music is all hope and excitement; we straight up dare you to get that main melody out of your head. -",Matthew Solarksi,81,Pitchfork,The 100 Best Tracks of 2008
The Bug [ft. Warrior Queen],Poison Dart,2008,"Like all of the best productions by the Bug, aka Kevin Martin, ""Poison Dart"" seems broadcast from some post-apocalyptic future where little of the urban landscape remains intact but somehow dancehall culture has managed to survive and flourish. Admittedly, this impression is fuelled in part by the ""Poison Dart"" video, which envisions a Mad Max-style nomadic soundsystem unit, with Warrior Queen's ferocious vocals delivered via the mouthpiece of a strange hovering droid. Even without these visuals, however, Martin summons a dystopian shitstorm with his blown-out beats, shuddering bass, and distorted electronic squeals. Over the commotion Warrior Queen takes aim at those woebegotten fools who have been inexplicably deluded into believing her to be soft, sounding for all the world like a woman ready to withstand anything that Armageddon might throw at her.. -",Matthew Murphy,80,Pitchfork,The 100 Best Tracks of 2008
Ida Maria,Oh My God,2008,"In demo form, ""Oh My God"" has been kicking around Norwegian radio and Ida Maria's MySpace page since 2007, but that doesn't mean the song can't kick ass in '08. Rolling through the year collecting new converts, the retooled album version-- from her debut Fortress Round My Heart -- loses the rawness of the original as well as the boy-girl vocals with guitarist Stefan Törnby, but it gains a new and almost impossible sense of urgency from the shakier guitars, taunting bass, bashing drums, and Ida Maria Sivertsen's world-swallowing vocals and self-destructive lyrics. ""You think I'm in control,"" she sneers, hardly asking a question but assuming your doubt. ""You think it's all for fun."" She convinces us otherwise. Good god. -",Stephen M. Deusner,79,Pitchfork,The 100 Best Tracks of 2008
Frightened Rabbit,The Modern Leper,2008,"Driving chords propelling ever forward towards cathartic crescendo. A sprightly, fiddle-like counter-melody. Yearning vocals that aim heavenward: Most of the time, these are the ingredients for an uplifting anthem, the kind of thing fans pack stadiums to sing along to with their arms around each other. With different lyrics, ""The Modern Leper"" could have the potential to turn the Scots in Frightened Rabbit into Coldplay, or at least Snow Patrol. But this is not a happy tune. Oh no. It's wretched. Lead Rabbit Scott Hutchison compares emotional debilitation (possibly alcohol-induced) with physical handicap, wondering how the hell anyone could ever love him: ""Is that you in front of me/ Coming back for even more of exactly the same/ You must be a masochist/ To love a modern leper on his last leg."" No, Scott, we aren't masochists. We're just seduced by the song. -",Amy Phillips,78,Pitchfork,The 100 Best Tracks of 2008
Telepathe,I Can't Stand It,2008,"Telepathe's contribution to Living Bridge, the inaugural release from the in-house label of Brooklyn's Rare Book Room studios, is typical of that stellar 2xCD compilation-- subtle, restrained, and sneakily hypnotic. Marching to a slow, rolling beat, ""I Can't Stand It"" builds momentum through quiet persistence, floating and humming until it gathers into a dense cloud of shimmering guitar and purring vocals. It's tempting to call the song ethereal-- it wouldn't sound out of place on an old 4AD collection-- but Telepathe inject it with too much blood and guts. ""I Can't Stand It"" may drift, but it's not made of air-- inside its entrancing haze lies thick, thoughtful sound. -",Marc Masters,77,Pitchfork,The 100 Best Tracks of 2008
Justice,DVNO (Radio Edit),2008,"This song started as a fairly inert cut on last year's † : its foot-dragging half-strut came close to fulfilling some kind of funk-pop promise, but it lacked one important thing-- energy. A solution came in the radio edit of ""DVNO"", which tweaked the song's tempo and pitch, restructured the backing track to heighten the arrogant thrill of Mehdi Pinson's preening vocals, and turned a lurching also-ran into manic, twitchy disco that sounded like the ideal haughty counterpoint to the adolescent glee of ""D.A.N.C.E."". The lyrics needle the exclusivity of certain dance clubs-- Xavier de Rosnay derived the title from El Divino-- so it's fitting the chorus plays out against a muffled bassline that sounds like the top-notch soundsystem of a ""enforced and fashionable"" dress-code club you're standing outside because you weren't invited. How else to react but to protest your exclusion from the list: ""Don't need to ask my name to figure out how cool I am."" -",Nate Patrin,76,Pitchfork,The 100 Best Tracks of 2008
Little Boots,Stuck on Repeat,2008,"Following in the tradition of the finest meta-pop, ""Stuck on Repeat"" is an addictive groove about being addicted to the groove...and addicted to love. Romantic obsession is a broken record in the sleek disco world populated by Victoria Hesketh (aka Little Boots) and producer Joe Goddard of Hot Chip-- a sentiment that can surely be understood by anybody who ever spent way too much time refreshing a crush's Facebook page over and over again. But real-life codependence isn't anywhere near as sexy as the blood-pumping throb (with sleighbell accents!) that anchors this immaculately constructed song, or the way that Hesketh's light-headed vocals swim around in the heavenly, beat-free middle section before being sucked back into the vortex. If it was, we'd all be doomed. -",Amy Phillips,75,Pitchfork,The 100 Best Tracks of 2008
Wale,The Kramer,2008,"If the real problem in America is class rather than race, why I am I wondering if my editor will censor the word ""nigger""? If it's class, why did people laugh when Michael Richards shouted, ""Fifty years ago they'd have you upside down with a fucking fork up your ass"" at a black audience member during a stand-up routine, but whisper ""oh my god"" when, seconds later, he shouted, ""He's a nigger. A nigger. Look at the nigger ""?""I'm not tryna be conscious,"" Wale raps, after Richards's rant fades. No, he's too self-aware and market-savvy to abort his career by being conscious. ""Conscious"" is code for ""uppity."" Tone it down or leave it to Bono. ""Nigger"" used to mean one thing. Now it means too much. ""P say that I should stop saying nigga, but if I did, what would be the difference?/ I'd still be a nigga."" This is the trap. ""The Kramer"" doesn't attempt healing; documenting the damage is hard enough. -",Mike Powell,74,Pitchfork,The 100 Best Tracks of 2008
Goldfrapp,A&E,2008,"Having recently conquered the world, Alison Goldfrapp decided to grow a heart. While I'm sure hawking soda and cellphones must have had its fleeting appeal, Goldfrapp and her partner Will Gregory changed gears after the overcharged, Grammy-nominated million-seller Supernature by releasing this year's introspective Seventh Tree. On ""A&E"", the album's best ballad, electronic treatments only threaten the dark edges of the song, building an increasing pulse to the crescendo of the bridge. Unlike previous Goldfrapp hits, which gussy up the vampy singer in an aggressive sexuality, ""A&E"" focuses on vulnerability: longing for someone gone, wondering whether they're thinking of her, taking pills, feeling surrounded by her own oppressive presence, lamenting the duality of an artist/entertainer. When Goldfrapp sings ""It's a blue, bright blue Saturday,"" she's not just chatting about the weather, she's sharing feelings once kept hidden behind her hypersexuality. -",Mike Orme,73,Pitchfork,The 100 Best Tracks of 2008
Fleet Foxes,Blue Ridge Mountains,2008,"Maybe more than any other band in operation, Seattle's Fleet Foxes are uncannily predisposed to singing about mountains: With its ghostly opening and perfect little Fender Rhodes riff, ""Blue Ridge Mountains"" feels ancient and huge, like it tumbled down from the top of the range and rolled straight into Sub Pop's front office. The atmospherics are so convincing-- and frontman Robin Pecknold's high, wearied vocals so effortless-- that when Pecknold mews the phrase ""I heard that you missed your connecting flight"" it feels genuinely anomalous: It's hard to imagine that Fleet Foxes and commercial airlines even exist in the same dimension. -",Amanda Petrusich,72,Pitchfork,The 100 Best Tracks of 2008
Sigur Rós,Gobbledigook,2008,"Since the late 1990s, Sigur Rós have dutifully fielded inquiries about Hopelandic, the googly, wheezing non-language favored by frontman Jonsi Por Birgisson; ""Gobbledigook"" feels like a tongue-in-cheek refutation-- in both spirit and name-- of the band's longstanding reputation for obtuseness. Built around an acoustic guitar riff (which, incidentally, could have been snatched from the Dave Matthews Band's ""Grey Street"") and nervous, foot-stomping percussion, ""Gobbledigook"" is the band's most blithe, frolicsome cut to date, an invitation to bounce around the room instead of huddling in front of the stereo. Sigur Rós haven't sacrificed any of their trademark grandeur-- even ""Gobbledigook"" feels epic in its own way-- but they have become a little more playful. -",Amanda Petrusich,71,Pitchfork,The 100 Best Tracks of 2008
Rihanna,Don't Stop the Music,2008,"Thanks to its relentless build (this would be a bear to sing without overdubs-- there's barely space to take a breath) and expertly filtered scrapheap psy-trance amazingness, ""Don't Stop the Music"" probably would have been a hit in its own right, but its real masterstroke is its sneaky slipstreaming of the ""mammasaymammasaw"" bit from Michael Jackson's ""Wanna Be Starting Something"". Was there a more inspired and inexplicably happy-making sample in any other mainstream pop song this year? All in all, it helped make this one of Rihanna's finest singles-- high praise, even in her young career. -",Mark Pytlik,70,Pitchfork,The 100 Best Tracks of 2008
Portishead,The Rip,2008,"""The Rip"" seems to represent anything seductive and annihilating-- an ocean's undertow, psychological breakdown, destructive relationship, drugs, death (R.I.P. is, after all, the final rip). Recognizing a kinship in sound and sentiment, Radiohead covered the ominous dirge in concert this year. But ultimately, this is pure Portishead: Who better suited than the simultaneously cool and quavering Beth Gibbons to deliver these portentous opening lines ""She walks in the room/ Centered and tall/ Hesitates once more"" and still manage to avoid melodrama? Or carry on so elegantly after synthetic arpeggios, in a gutting seismic shift midway through the track, devour their guitar counterparts? In a(nother) year when many young bands thrifted decades-old material with déjà-vu results, the Bristol trip-hop vets were among the very few making music that sounded both right-now and 10-years-hence. -",Amy Granzin,69,Pitchfork,The 100 Best Tracks of 2008
Four Tet,Ribbons,2008,"Four Tet has always skirted the periphery of techno, but he finally jumped into the ring in 2008-- sort of. ""Ribbons"" feels more inspired by minimal techno than of a piece with it, and while I tend to remember good minimal techno tracks as evolving wholes, I think of exactly one thing when I think of ""Ribbons"". It's not the abbreviated loop slithering in the background. It's not the metastasizing percussion. It's not even the splashy theme that dominates the back half. It's that one perfect sound, a pearly trill that gives the song its mojo. Aware that he's locked onto a sublime moment, Kieran Hebdan rides it hard through enthusiastic variations-- loud and soft, fast and slow, blossoming fully and pulling up short-- and it's goosebumpy every time. -",Brian Howe,68,Pitchfork,The 100 Best Tracks of 2008
Young Jeezy [ft. Kanye West],Put On,2008,"If ""Put On"" was just a Young Jeezy track, it'd already be the best Jeezy track since at least ""Hypnotize"". Jeezy snarls hard but brings a newfound sense of style and wit to a monolithic synthetic boom from producer Drumma Boy: ""Inside fishsticks, outside tartar sauce/ Pocketful of celery, imagine what she telling me."" But then, at the 2:52 mark, Kanye shows up in full AutoTune robo-mode, moaning damaged, paranoid self-pity out of nowhere: ""You can ask Big Homey, man the top so lonely/ I'm so lonely."" It's a neck-snapping about-face, Jeezy's chest-thumping self-aggrandizement into Kanye's seething depression. But when ""Put On"" sinks in, they sound like opposite sides of the same coin: The conjoined feelings of exhilaration and doubt that come when you finally, against odds, make something of yourself. And in a car with decent speakers, this little meditation on duality sounds like the fucking apocalypse. -",Tom Breihan,67,Pitchfork,The 100 Best Tracks of 2008
Lykke Li,"Dance, Dance, Dance",2008,"Suggesting something can be so much more effective than coming right out and saying it. On this Youth Novels single Lykke Li uses movement to overcome her shyness and compensate for inability to explain herself. ""Having trouble telling how I feel,"" she sings, ""But I can dance, dance, dance."" The song's music is equally understated and demure: a sliding bassline on an acoustic guitar, some mumbling sax, eventually a few backing voices to fill in the spaces. It builds, but only a little, and even at its peak it's a long way from abandon. For a while this year I kept hoping that ""Dance, Dance, Dance"" would get a massive remix, something that gave the hypnotic repetition and Li's purring coo the surging beat they deserved. But eventually I realized that the low-key production is a virtue. Your mind fills in everything that's not there, which further reinforces the song's focus on subtle communication: ""When I'm shaking my hips, look for the swing/ The words are written in the air."" -",Mark Richardson,66,Pitchfork,The 100 Best Tracks of 2008
Max Tundra,Which Song,2008,"Normally I wouldn't gravitate towards a song that features a line like ""hopefully she'll be there when my U.S. tour is through,"" because usually it's a red flag that you're dealing with a narcissistic artist douche who can't understand why all women can't be at his beck and call. However, Max Tundra mastermind Ben Jacobs is far too neurotic and self-critical to be painted with that brush, and ""Which Song"" ends up being an affecting portrait of romantic malady. Jacobs' always-jittery music serves as an especially perfect complement to his lyrical ball of confusion, reflecting not only indecision but also his general charm in its brightly kinetic synth melodies. Max Tundra's sonics are sometimes unabashed in their cheesy cheerfulness, giving you the sense that a date with Jacobs would involve watching a lot of Saturday-morning cartoons. In which case, she ought to be waiting when he comes home from the road. -",Joshua Love,65,Pitchfork,The 100 Best Tracks of 2008
The Whitest Boy Alive,Golden Cage (Fred Falke Remix),2008,"The original 2006 version of ""Golden Cage"" was a nice, low-key piece of bummer disco, with Erlend Øye providing the wistful, murmuring vocals that dance-music enthusiasts have appreciated since his appearance on Röyksopp's ""Remind Me"". But just like that track's remix by Someone Else, where a sharp jolt of electro-house put that lonely voice into even sharper relief, Fred Falke's transformation of ""Golden Cage"" into gleaming, pristine synth-pop finds a way to make Øye's warmth even deeper. When he sings ""so of course I miss you and I miss you bad"" over Falke's production-- replete with a glowing Fender Rhodes, dubbed-out shards of Øye's minimalist-Nile Rodgers guitar line, and a melodic synth hook that circa-83 Jellybean Benitez would envy-- a lyric that originated as a resigned, moping sigh becomes one of the most affecting pleas of the year. -",Nate Patrin,64,Pitchfork,The 100 Best Tracks of 2008
The Very Best,Kamphopo,2008,"Architecture in Helsinki's ""Heart It Races"" was a song many of us enjoyed a good deal upon its release in 2007, but it's remarkable how much Esau Mwamwaya and Radioclit's ""Kamphopo""-- constructed atop that track's instrumental-- utterly shatters the original, rendering it almost child-like in comparison. But ""Heart"" provides the ideal canvas for this team to work with, and in between its clattering percussion, and buzzing, rapid-fire bass, it leaves plenty of blank space, so Radioclit's Johan Karlberg and Etienne Tron don't need to alter it much-- wisely they mostly step aside to allow Mwamwaya room to paint his stirring vocals. The singer rides the beat with ease, shifting tempo on a dime and arcing his cadence to match the timbre of the prevalent steel drum. -",Joe Colly,63,Pitchfork,The 100 Best Tracks of 2008
The Tough Alliance,Lucky,2008,"A B-Side on their ""Neo Violence"" single that began percolating back in April, ""Lucky"" saw Sweden's Tough Alliance finding traces of their own pop DNA in the deliciously obvious. Originally a European hit in 2006 by another-- though perhaps less provocative-- Swedish pop duo, Lucky Twice, the song in its first form is a carnival of synths and teen-pop. But Henning Fürst and Eric Berglund's take is surprisingly shattering, the two troublemakers slowing things down with matchlit finger-picking and love tunnel echo. Thanks to their love of bubblegum, however, all the longing and hormonal charges remain exactly where they should. Because even if the gum's a different flavor, they found a way to make its bubbles pop. -",David Bevan,62,Pitchfork,The 100 Best Tracks of 2008
Q-Tip,Gettin' Up,2008,"2008 saw little abatement of the tributes to (and resurrections of) the late James Yancey that started shortly after his 2006 passing, but this one was special: Nine years after he co-produced the last Q-Tip record, it only made sense for a Dilla beat to anchor the first single from Tip's long-awaited comeback. Q-Tip's clear-eyed enthusiasm and the pristine, pulsing soul of the beat make ""Gettin' Up"" bright and full of life, which would be encouraging enough even if it wasn't a welcome reintroduction of one of rap's most recognizable voices. And even if the romantic sentiments aren't the kinds of lyrics battle-rap aficionados might be looking for (""Move"", the other Dilla-produced track on The Renaissance, should fill that need plenty), the way Tip's flow bobs and weaves alongside those snap-tight drums and that liquid yet seismic bassline show that even in his lover-man moments the dude can still kill a beat. -",Nate Patrin,61,Pitchfork,The 100 Best Tracks of 2008
Crystal Castles,Courtship Dating,2008,"Any line about ""Courtship Dating""'s beat sounding like Timbaland on steroids seems less clever in light of…Timbaland looking like he actually is on steroids, but it still seems a more appropriate barometer for this song than another tired Atari reference. ""Courtship Dating"" swells and throbs like your thumb, post-hammer. Alice Glass's normally chirping, flighty voice roils and thwacks, wringing all of the decadence it can out of goth-y eyeliner and thrift-store leather. It'd make a better dance song if it wasn't nominally about self-mutilation in the name of l-u-v, but lusty, angry bedroom floors need rhythm too. Dance, mosh, screw, repeat. -",Andrew Gaerig,60,Pitchfork,The 100 Best Tracks of 2008
