Artist,Song,Year,Review,Reviewer,Ranking,Source,Source Title
Ty Dolla $ign,“Blasé” [ft. Future and Rae Sremmurd],2015,"Despite taking place in Los Angeles, Ty Dolla $ign’s opus Free TC most resembles a Broadway play, complete with a wide-eyed, scene-establishing opener, a Babyface-assisted aria, and a closing song literally titled ""Finale"". The many moving parts hit some kind of crescendo with ""Blasé"", featuring Future and Rae Sremmurd, which loses all context on the radio and in DJ setlists, but even then is perceivable as part of a larger core. The propulsive banger is something of an outlier in Ty’s long, varied discography—he’s never aimed for a radio hit without leaning on West Coast slap, and ""Blasé"" is pure blurry, Atlanta-inspired low end. The hook is all about twisting typical hip-hop boasts into ""who cares?"" declarations—we’re in the club, we’re buying bottles, we’re driving Maseratis, blasé blasé blasé. There’s a slightly menacing tinge in everyone’s voice that makes it seem like this good time might be the last time: ""I ain’t scared to die, on my dead homies"", Ty sings, straining to hit his upper register. Ty Dolla $ign has made a career out of writing about his needs and how they mingle with disposability—toot it and boot it, how many girls can fit in his cabana, these hoes ain’t loyal—and here he sleepily lands on the most raucous song of his career while sounding like a somnambulant party machine, the guy still going well past 2 a.m. on a Wednesday. But what of it?",Matthew Ramirez,90,Pitchfork,The 100 Best Songs of 2015
Natalie Prass,“My Baby Don’t Understand Me”,2015,"What do you do when you realize you have nothing in common with the person you love, when it suddenly hits you that your entire relationship has been a slow process of growing apart? Is there any going back after a realization like that? Natalie Prass isn’t singing in hypotheticals on the lavishly orchestrated opener to her debut album—she really needs to know, and she’s posing the questions to you directly: ""Where do you go when the only home you know is with a stranger?"". For all the Dusty in Memphis comparisons her album invited, Prass isn’t a belter like Springfield. She’s got a small, pleasant voice, the kind that doesn’t so much sing over other instruments as draw them in, and on ""My Baby Don’t Understand Me"", a magnificent congregation of strings, horns, and woodwinds shows up to console her, to offer hope when she needs it most. Like so many classic soul songs, it starts plaintively then picks itself up, and in the spirit of Gladys Knight, it ends redemptively with that most bittersweet symbol of farewells and fresh starts: a train.",Evan Rytlewski,89,Pitchfork,The 100 Best Songs of 2015
Shamir,“Demon”,2015,"Not all great loves make you a better person. Nestled between the party tracks of Shamir’s debut Ratchet is secret weapon ""Demon"", a downturned love song that draws its fire from the underworld. ""I’ve gone and sold my soul/ If I’m a demon, baby, you’re the beast that made me"", Shamir sings over one of Ratchet’s sparser beats, ""Falling from grace, but falling oh so gracefully"". Dressed in sensual tones, ""Demon"" flips the lover-as-savior narrative on its head. Shamir isn’t looking for redemption, or to be ushered out of a past life into a purer one. Love is a means and an end in itself—and if it happens to corrupt you irreversibly along the way, so be it.",Sasha Geffen,88,Pitchfork,The 100 Best Songs of 2015
Tate Kobang,“Bank Rolls (Remix)”,2015,"Regional rap hits often feel casual and lived-in. If Tate Kobang's feathery ""Bank Rolls (Remix)"" feels a little extra so, it's because Baltimore's been inhabiting this beat for more than a decade now: it was sourced from an old Tim Trees track produced by Rod Lee, an artist who knows something about being a local hero. Originally a short freestyle, the lyrics are dotted heavily with neighborhoods and street names, but Kobang abstains from boasts and shit-talking. The general mood is ""I have friends in lots of these places!"", and when Kobang expanded the track upon signing a label deal, the line he spun into a quasi-chorus was, ""I love my city/ Ask about me and I bet they know me."" As baldly personable as Kobang comes off, the star of the track is Lee's beat, a minimal funk oddity that bears the same relationship to, say, the Neptunes' productions as the Ramones do to the Supremes: a stilted, charming facsimile. The watery Rhodes piano lick that accompanies the chorus acts as a sublime counterpoint to the snub-nosed bass bursts. It's a beat that deserved a second life, strong enough not just to hit the same city twice but to propel a favorite son forward.",Andrew Gaerig,87,Pitchfork,The 100 Best Songs of 2015
Savages,“The Answer”,2015,"The first single from Savages' forthcoming album is an exercise in tension-building and suspense—no small feat in the context of a lunging, steel-toe-booted mosh-pit of a song. Gemma Thompson's buzzsaw guitar keeps moving away from its central chord and immediately dodging back to it, with a rhythm that lands just off the beat. (When she finally breaks free of that chord's gravity, more than a minute into the song, it's like a smack to the face.) Thompson, Fay Milton, and Ayse Hassan lock into the song's high-friction riff in a mode that's way too rare these days; for all the comparisons Savages get to late-'70s British post-punk, their rhythm section is closer to the obsessively precise mania of the Jesus Lizard. What, then, is the answer that Jehnny Beth is whooping and snarling about? Love, but not the fuzzy kind. ""The Answer"" is about love as a cruel obligation, as fuel for corrosive jealousy, as the gift other people get that you know would ruin you. ""If you don't love me you don't love anybody"", Beth keeps repeating to someone—or to herself. Whether it's a hope or a fear, it's a desperate one.",Douglas Wolk,86,Pitchfork,The 100 Best Songs of 2015
Lower Dens,“To Die in L.A.”,2015,"According to singer Jana Hunter, the initial writing sessions for Lower Dens third full-length were not a merry time. ""We hadn’t played together for a while, and we were in a cold, dark space—physically and emotionally,"" she explained earlier this year. Somewhere along the line, the Baltimore-based band realized that it had fallen into a kind of bad-vibe feedback loop. They took a breather and reconvened a month later with a new goal—to avoid writing miserable music while feeling miserable. There’s no telling where ""To Die in L.A."" fell in this process, but I’m guessing it came after the break. The song has many strengths—it's catchy, economical, and perfectly paced. It makes lush and melodic pop seem like a natural extension of Lower Dens’ minimalist aesthetic, rather than a calculated change in scene. It is best, though, in how elegantly it shifts from anxiety to relief. Listening to the first lines, you’d think Hunter had slipped in her pledge toward positive thinking, but when the chorus arrives the music and lyrics align in uplift. It's possible to give the lyrics a darker reading, with the singer confessing a desire to shift positions of advantage (""Time will turn the tide""). But it feels more hopeful than that—an incantation against gloom and a melody you could hold on an indefinite mental loop.",Aaron Leitko,85,Pitchfork,The 100 Best Songs of 2015
Titus Andronicus,“Dimed Out”,2015,"If you ask their army of devotees why +@ is their life-changing, vital force, it's because no band gives more of itself. This band does not come equipped with brakes, nor does its leader Patrick Stickles. On a 29-song, double concept album, ""Dimed Out"" is the loudest advocate for Stickles’ hyper-driven maximalist ambitions, and it manages a trick we usually associate with hip-hop, not indie rock: Coining new slang and using it as a statement of purpose. Yeah, ""Dimed Out"" probably soundtracked some drinking games this year, but it goes deeper than that: Titus wants to transcend and to take you with them. You can see it in Stickles’ online persona as well, which fosters a cult of personality that can involve starting a one-sided beef with Kendrick Lamar, dominating his own Genius page, and making an overt bid for King of New York. ""Dimed Out"" overdoes it so you don't confuse it with just punk music.",Ian Cohen,84,Pitchfork,The 100 Best Songs of 2015
Moses Sumney,“Seeds”,2015,"Moses Sumney is one of seemingly hundreds of artists to benefit from rapid advances in both the quality and availability of live sampling, looping, and layering technologies. But while his embrace of these devices adds a dimension to his music, there's an earthy richness to his performances that suggests he could go on for hours with nothing but a handful of jazz chords on his guitar and his astonishing voice. That voice is a truly beautiful instrument, whether he’s folding it into pillowy, wordless backing harmonies or using his otherworldly falsetto to put an exclamation point on a verse. He sounds not quite like anyone else, his style a big-armed embrace hugging the expressive jazz of Billie Holiday, Thom Yorke at his most atmospheric, or Antony Hegarty at her most reflective. His guitar here is simple, precise and propulsive, humbly underpinning the haunting drama of the full piece of music, where ghostly choirs swoop in and out, and an icy orchestral blast comes out of nowhere at three minutes to turn the whole thing on its head. Sumney is still at the very beginning of his career, but his utterly singular work so far points to great things ahead.",Joe Tangari,83,Pitchfork,The 100 Best Songs of 2015
Chairlift,“Ch-Ching”,2015,"Inspired by New York City, ""Ch-Ching"" marvels with its magnitude: from the trunk-rattling bass and whip-crack snares to the pop and hiss beneath the meandering melody. Like the city itself, the song's every square inch belies tiered, towering architecture. While its sonic immediacy and textural diversity make it a stellar pop song, the primary source of ""Ch-Ching""’s appeal is that it avoids the expected. Listen to the way Caroline Polachek’s willowy soprano shimmies effortlessly among ghostly whistles and hollow whoops, or how the syncopated brass lends the steeled hip-hop framework a bit of antiquated charm. ""Ch-Ching"" is like nothing Chairlift have done before, and is one of the more bombastic and brassy pop singles in recent memory.",Zoe Camp,82,Pitchfork,The 100 Best Songs of 2015
Jenny Hval,“That Battle Is Over”,2015,"Unsettling in its combination of lyrical bleakness and meditative instrumental beauty, ""That Battle Is Over"" finds Norwegian experimental artist Jenny Hval capturing 2015’s dystopian global political and cultural climate with terrifying accuracy. Late capitalism has devoured much of our free will, rendering individual boycotts and identification with movements toothless: What, then, is the point of struggle? Over droning organ and rhythmic hand drumming, Hval’s bending and swooping internal monologue, forced outward, wrestles with that question from the position that change is still necessary, even if it seems impossible. What has capitalism done to us? How has it eroded our sense of self? Can we still take care of ourselves and one another in such a world, or are we just going through the motions, despite our best intentions? As we sit perched on the edge of a rotting empire, we find resonance even in knowing others are aching the way that we are. Direct but never didactic, Hval cuts to the marrow.",Jes Skolnik,81,Pitchfork,The 100 Best Songs of 2015
Dej Loaf,“Me U & Hennessy” [ft. Lil Wayne],2015,"Dej Loaf came into the year with the kind of cosigns that dreams are made of: Drake on Instagram, a slew of high-profile ""Try Me"" remixes, a slot on Erykah Badu’s year-end tour, a feature with Eminem. In 2015, she followed through, putting out her first studio EP #AndSeeThatsTheThing, while touring on Nicki Minaj’s Pinkprint Tour, after getting a shout-out from Nicki herself at the BET Awards. By contrast, Lil Wayne was dealing with his Cash Money fallout, the indefinite postponement of Tha Carter V, and a slew of disappointing solo releases. Remixing Dej’s ""Me U & Hennessy"" was one of his more successful musical contributions of the year. His involvement brought wider attention to the slow-burning drunk sex jam that had originally appeared sandwiched in the middle of Dej’s Sell Sole mixtape. Yet compared with some of the other sexytime songs Dej put out this year (""Hey There"" ft. Future, ""My Beyoncé"" with Lil Durk, ""Shawty"" ft. Young Thug), there’s something a little less affectionate and starry-eyed about this one. The song slides and grinds by the flicker of a ""couple candles"", and there's an immediacy to Dej's lyrics. But there’s also a more tangible distance between the two, at least for Wayne: ""Girl you don’t love me, you just love my doggy style,"" he drawls. ""I guess chemistry is true, but I don’t know if it’s the Hennessy or you""—a brief thought he quickly eschews for more threesome- and dick-related pastures. Dej for one, per her characteristic, slightly-detached persona, is happy to keep it about the moment.",Minna Zhou,80,Pitchfork,The 100 Best Songs of 2015
YG,“Twist My Fingaz”,2015,"In rap’s criminal cosmology, the gangbanger was superseded over a decade ago by the hustler. Gangsta rap’s basic themes of allegiance to an effort far greater than one individual person has been replaced with the coldblooded entrepreneurial mindset of the trap era. Yet over the past couple years, gangsta rap’s been making a stealthy comeback, thanks to efforts by artists as diverse as Freddie Gibbs, Kendrick Lamar, and YG. Following up his DJ Mustard produced debut album, My Krazy Life, the one-off single ""Twist My Fingaz"" reaches back to the mid-'90s for a nasty, funk-fueled beat, as well as lyrics that pair shots at a new generation of studio gangstas with an exuberant evocation of gang’s favorite nonverbal ways of signalling affiliation. Hearing it’s like living in a world where the G-funk era never ended.",Miles Raymer,79,Pitchfork,The 100 Best Songs of 2015
iLoveMakonnen,“Whip It (Remix)” [ft. Migos and Rich the Kid],2015,"Like all the best Migos songs, ""Whip It"" sounds like it is made of pre-chewed gum balls and carcinogens. The beat starts with a dinky piano patch harking back to Master P; it's so dinky that reigning Atlanta Dink-Master Zaytoven might scoff at it. The song is a toy menagerie and iLoveMakonnen is lead toy. He's so sociable he even makes whipping crack sound like a rainy-day project for two (""My friend Makonnen is teaching me how to whip it""). The song is abjectly, joyfully disposable-sounding, but that hook jabs your brain like the upraised staple in the centerfold of a comic book.",Jayson Greene,78,Pitchfork,The 100 Best Songs of 2015
Majical Cloudz,“Downtown”,2015,"""Downtown"" is, on one level, a song about the good times in a relationship, when things are flush with excitement and discovery and everything seems perfect: ""Nothing you say/ Will ever be wrong/ Cause it just feels good being in your arms."" But the way Devon Welsh sings the words, and the way Matthew Otto's skeletal instrumentation floats around them like a ghost, makes you think that at least some of it can be placed in the past tense. The line, ""There is one thing I’ll do, if it ever goes wrong, I’ll write you into all my songs"" may be the one thing that exists in the present. It’s hard to know for sure, but when a love song comes this close to an elegy, it brings to mind fellow melancholic romantics like Morrissey, Robert Smith, ""God Damn the Sun"" Michael Gira, and Leonard Cohen, which is a good place for Majical Cloudz to be at this point in their career. That it includes some of the best lyrics of the year—""And if suddenly I die/ I hope they will say/ That he was obsessed and it was okay""—shows that Welsh can back up deep sentiments with sharp, smart writing.",Brandon Stosuy,77,Pitchfork,The 100 Best Songs of 2015
Empress Of,“Standard”,2015,"It takes an immense talent like Brooklyn transplant Lorely Rodriguez, aka Empress Of, to write and produce a catchy, heartfelt pop song about income inequality without it feeling forced, corny, or patronizing. There’s no poor-them charity or Hallmark Channel pathos in the gut-wrenching chorus to ""Standard"", from Rodriguez’s stunning debut album. When ""survival"" means different things to different people across the globe, understanding the material details of others’ lives can be a catalyst for genuine connection. Instead of preaching, Rodriguez’s empathy resonates on a seriously human scale, getting its multilayered pop hooks into our hearts and heads as we nod along.",Jes Skolnik,76,Pitchfork,The 100 Best Songs of 2015
Lana Del Rey,“High by the Beach”,2015,"In 2015 it became clear that Lana Del Rey's aesthetic wasn't just ""a phase,"" and ""High by the Beach"" is a song that only she could have sung. For every trite platitude—""lights, camera, acción""—there's an equal and opposite profundity (""You could be a bad motherfucker/ But that don't make you a man""). While ""Getting high by the beach"" is a vision not totally consistent with the manicured sad-girl aesthetic that has become LDR’s trademark, it's also a vision she executes perfectly—what could've been a painfully-literal complainers' anthem sounds breezy and somehow dignified. It’s moody and literal, sure, but it sounds, for once, like Lana has nothing to prove.",Molly Beauchemin,75,Pitchfork,The 100 Best Songs of 2015
Frank Ocean,“(At Your Best) You Are Love” (Aaliyah/The Isley Brothers Cover),2015,"In 1976, the Isley Brothers wrote and recorded ""At Your Best (You Are Love)"" for Harvest for the World, their 14th studio album; by then, the Brothers were a six-piece, ringed with gold medallions and bedecked in full disco-fringe, playing a smoother, slinkier iteration of the galloping rhythm and blues they’d built a career around. Almost two decades later, in 1994, seven years before her death, Aaliyah included a cover of the song on her debut LP, and this year, on what would have been her 36th birthday, Frank Ocean posted a high, spectral version of it—just voice and some wobbly keys—to his personal Tumblr. There might be no greater testament to Ocean’s extraordinary skill as an R&B singer than the way he turns the Isleys’ hokey bromides (""You are a positive, motivating force within my life"") into something fully devastating, a lament that also feels healing, generative, kind. In Ocean’s voice, the song becomes about the futility of trying to understand a partner who’s dragging around a past you can’t begin to unpack, much less comprehend: ""When you feel what you feel, it's hard for me to understand,"" he sings, his voice unraveling a little at the edges. ""So many things have taken place before this love affair began."" Feeling the full weight of history and all the complications it has wrought: There might be no better summation of the last 12 months.",Amanda Petrusich,74,Pitchfork,The 100 Best Songs of 2015
Rick Ross,“Foreclosures”,2015,"Rick Ross’s charade has always hinged on regality over reality, but it’s hard to remain stately in a drought. Last year was tough on MMG, and the cracks in the small empire gaped with the release of two full-length duds from label-boss Rozay himself. On his first lead single of 2015, Ross toned it down for the better. He’s realistic and cautionary about the industry—cutting remarks about malicious publishing deals anchor the first verse—and he’s more endearing for it. A subtle, extended 50 Cent diss hits harder than the corny jabs the two usually exchange; sincerity about Meek Mill is more honorable than bawsy rhetoric. At the bottom of it all, as ever, is money, and ""Foreclosures"" is Ross’ believable dark side warning. ""Learn to walk a tightrope/ Ever seen a rich nigga go broke?"" he snarls over a dramatically streamlined J.U.S.T.I.C.E League beat. It’s a delightfully preachy takedown, but before it all starts, Ross admits, ""I see it from both sides, I feel a nigga pain.""",Jay Balfour,73,Pitchfork,The 100 Best Songs of 2015
Hudson Mohawke,“Ryderz”,2015,"The rider is a mysterious figure. Bob Dylan sang about two of them approaching in the distance with the howling wind. Jim Morrison saw him as a killer in the night, stalking women and children. D.J. Rogers told us to watch out for the riders, too, and his warning became the core of the biggest, most blown-out track on Hudson Mohawke’s first solo album since he made his name with the TNGHT project. ""Ryderz"" begins with a mostly untouched minute of Rogers’ original, and it takes a lot of gall to gank a sample that completely. But when the rat-a-tat 808s and neon synthesizers begin to whizz and bang over Rogers’ lyrics, you remember that subtlety has rarely been the point of Mohawke’s most memorable music. It’s not so much a curated Fourth of July fireworks display as it is a match thrown into a car stuffed with Roman candles. The agitation of the sampled vocals is revealed by the colossal drop, which suggests the best way to heed a warning is not with words but with a show of strength.",Jeremy Gordon,72,Pitchfork,The 100 Best Songs of 2015
Father John Misty,“The Night Josh Tillman Came to Our Apartment”,2015,"Jesus, what an ugly song. The story of a one-night stand in which no one escapes persecution, least of all songwriter/performer/narrator Josh Tillman: He can't get it up and, perhaps more damningly, misidentifies his company's linguistic faux pas as a malapropism. ""The Night Josh Tillman Came to Our Apartment"" surpasses the already high levels of cynicism and bitterness that exist in Tillman's second record as Father John Misty, the excellent I Love You, Honeybear. It's essential that bile at this level of toxicity be delivered via song, because if someone just started talking like this you'd stop them short and advise them to take a round off. There's a ton of posing and preening on Honeybear, and even more during Tillman's excellent live show, in which he fully inhabits his arrogant, louche hippie persona. But when I saw him earlier this year, I found myself hoping he wouldn't play ""The Night Josh Tillman…""; Tillman summoning the necessary contempt for the performance seemed like it would kill the party dead. (He never played it.) ""The Night Josh Tillman…"" is fascinating, darkly thrilling, and vicious. It's like a lot of the unattractive things that people do when they're drunk, or high, or lonely, or horny, or some combination. Tillman's retelling walks the same line between dark humor and obscenity.",Andrew Gaerig,71,Pitchfork,The 100 Best Songs of 2015
DJ Rashad / DJ Spinn,“Dubby” [ft. Danny Brown],2015,"Don't let Danny Brown's overstated rep as a drug-rap hedonist overshadow his essential musicality—the yelping sing-song variation of his flow may have been initially inspired by Adderall, but his Detroit-raised enthusiasm for a wide scope of electronic music propels the way he goes in. The through-line between Detroit ghettotech and Chicago ghetto house means the already-eclectic Brown knows what to do over peak-level juke beats from the immortal team of DJ Spinn and the late DJ Rashad. ""Dubby"" nails the sweet spot between relentless percussion and gliding soul-jazz atmosphere, and with all that lineage to ricochet off, Brown's verses feel as much like a merging of formative interests as it does an opportunity to show off. The graceful rampage of his choppy, on-the-kick delivery (""Idon'tknow'aboutwhereyafrom butthisishow my! hood! work!"") makes the track's aggressive joy breathe deep. Never mind getting high to it—get high from it.",Nate Patrin,70,Pitchfork,The 100 Best Songs of 2015
Sufjan Stevens,“Fourth of July”,2015,"After trying on a variety of different stylistic hats over the past few years—folk troubadour, unwitting historian, electronic dabblist, full-time Christmas caroler—the mercurial Sufjan Stevens got back to his roots with Carrie & Lowell, both literally and figuratively. A meticulous examination of his childhood and the complicated relationship between himself, his stepfather, and late mother, the album delivers the kind of emotional wallop that made his early records such commanding listens. It offers the kind of lyrical directness and emotional candor that, from a lesser artist, could be treacly and precious. In Sufjan’s hands, however, the songs soar, offering a reverie bordering—as so much of his best work does—on the religious. ""Fourth of July"" is the album’s emotional centerpiece, a rumination on his mother’s death that doesn’t flinch when broaching mortality—both hers and ours. ""It was night when you died, my firefly,"" he sings. ""What could I have said to raise you from the dead?/ Oh, could I be the sky on the Fourth of July?"" The song itself is a kind of hushed explosion—at once a dialogue between Sufjan and his mother (""Shall we look at the moon, my little loon/ Why do you cry?"" she asks him) and bittersweet examination of how we choose to face our ends. It’s hard to imagine too many artists capable of selling the line ""We’re all gonna die"" and wringing out so many layers of meaning. As the line is repeated—surrounded by hushed piano and a choir of backup voices—it becomes less a nihilist warning or an admission of defeat. It’s a reminder to live, to embrace, to remember, to sing.",T. Cole Rachel,69,Pitchfork,The 100 Best Songs of 2015
