Artist,Song,Year,Review,Reviewer,Ranking,Source,Source Title
Gregory Isaacs,“Night Nurse”,1982,"If there was an award for most creative metaphor for marijuana then Gregory Isaacs would take it for his soulful lament, ""Night Nurse"". It’s a rootsy interpolation of American R&B, guised as a vulnerable lover’s rock anthem ostensibly about a doting romantic partner. A closer read would suggest that ""Night Nurse"" alludes to the prolific Jamaican singer’s dependency to herb. ""I don’t want to see no doc/ I need attendance from my nurse 'round the clock/ 'Cause there is no prescription for me."" Isaacs’ relatively edgy repose stood in contrast to the peppy glam of countryman Bob Marley, garnering him the nickname the Cool Ruler. There’s a direct line between Isaacs’ addled troubadour and the Weeknd’s anesthetized analogies. Drug narratives in pop culture are often demonized for glamorizing usage, but Isaacs and his transcendent, lonely howl convey how complex, and necessary, stories of dependency and addiction can be in the right hands. —Anupa Mistry",Le Freak,190,Pitchfork,The 200 Best Songs of the 1980s
EPMD,“You Gots to Chill”,1988,"EPMD weren't the first group to sample Zapp's ""More Bounce to the Ounce"", but they certainly helped usher it into the hip-hop mainstream. Ice Cube, Public Enemy, and Biggie (famously on ""Going Back to Cali"") are among the many artist who followed Erick Sermon and Parrish Smith's lead in lifting from the 1980 funk track. The futuristic, laidback sound (Zapp's robotic vocals sound like proto-Daft Punk) lent itself well to EPMD's early, unhurried swagger rap. ""You Gots to Chill"" stands out for the coolness of its insistence on its own greatness. Other rappers could claim their spot as the best, but lines like, ""To the average MC, I'm known as the Terminator/ Funky beat maker, new jack exterminator,"" delivered without heat, demonstrated the duo were more than capable—not just a couple of cocky rappers. Sermon and Smith didn't have time for any biting sucker MC's, calmly instructing them to step off: ""You gots to chill."" —Matthew Strauss",Le Freak,189,Pitchfork,The 200 Best Songs of the 1980s
Carly Simon,“Why”,1982,"In Nile Rodgers’ excellent 2011 memoir Le Freak, the Chic producer shares the golden rule that made him such a prolific songwriter: ""Every song had to have Deep Hidden Meaning… We felt that audiences would be more receptive to multilevel messages, just as long as they liked the groove."" The formula has legs, as the recent success of Daft Punk’s ""Get Lucky"", which Rodgers co-wrote with Pharrell, suggests. But in 1982, Rodgers and his partner Bernard Edwards used it to develop a post-disco pop song performed by Carly Simon, ""Why"". The cheery, memorable ""La-di-da-di-da"" on the pre-chorus stood in contrast to Simon’s sensual, melancholy thesis: ""Why does your love hurt so much?"" This was the two-pronged message Rodgers and Edwards delivered over delicate percussion and a sticky, guitar-led dub groove; DHM at work. ""Why"" did well on the charts, particularly overseas, but the song’s slinky gait meant that its legacy was secured in the club. Simon’s name is on the track but Rodgers and Edwards’ finesse has kept production nerds agog for decades: the extended mix was remastered and reissued as a 12'' in 2011. —Anupa Mistry",Le Freak,188,Pitchfork,The 200 Best Songs of the 1980s
Mtume,“Juicy Fruit”,1983,"Long before the Notorious B.I.G. sampled ""Juicy Fruit"" for his debut single, it was the lead track off the New York R&B group Mtume’s 1983 third album, Juicy Fruit. It’s since been sampled by everyone from Warren G to Montell Jordan, but when it was released, ""Juicy Fruit"" was a hit that made its way to roller skating rinks and nightclubs courtesy of a nocturnal groove tailored for summertime cookouts. The group’s bandleader James Mtume was the son of jazz saxophonist Jimmy Heath and had played and toured with Miles Davis for a few years in the '70s. ""I was experimenting with how to take less and make it sound more,"" he explained of the track. ""If you listen to something like ‘Juicy Fruit’, there’s only four or five instruments played. And that was a whole new thing. Also, there was no reverb on nothing. So it sounded like you could have played it in your basement."" Mtume has also said the label didn’t want to release the song because it was too slow; instead, they serviced it to nighttime radio, and it became a daytime hit. —Marcus J. Moore",Juicy Fruit,187,Pitchfork,The 200 Best Songs of the 1980s
The Clash,“Rock the Casbah”,1982,"The Clash had pissed off the punks by going hard rock, stymied the rockers by embracing folk and reggae tradition, alienated traditionalists by turning into dub-funk experimentalists, and then, in 1982, shocked everyone by becoming pop stars. The band’s lone stateside Top 10 single, ""Rock the Casbah"" is the Clash’s entire conflicted, contradictory history streamlined into three minutes and 43 seconds, retrofitting the anti-authoritarian protest of their incendiary early singles for the discotheque, sculpting the genre-blurring sprawl of Sandinista! into military trim and upgrading their tommy guns to jet-fired laserbeams.",Sandinista!,186,Pitchfork,The 200 Best Songs of the 1980s
Class Action,“Weekend”,1983,"The brains behind Class Action didn’t constitute a band so much as a single idea, and ""Weekend"" was its perfect distillation. So perfect, in fact, that although it became its makers’ only hit together, it did so twice–once in 1978, and again five years later. Driving both conquests was Larry Levan, who'd made Phreek’s original a fixture of his disco temple Paradise Garage. By 1983, the meticulous arrangement had finally exhausted itself, so engineer Bob Blank hustled the old lineup back to the studio to record a post-disco revamp.",Top Five,185,Pitchfork,The 200 Best Songs of the 1980s
Wayne Smith,“Under Me Sleng Teng”,1985,"In much the same way that New Orleans R&B transmitted across the Caribbean to influence Jamaican music in the '50s and '60s, it’s fitting that ""Under Me Sleng Teng"", the seismic 1985 single from Wayne Smith, also had roots in old American rock’n’roll. In late 1984, Smith and a friend had gotten hold of a Casiotone MT40 keyboard and played around with the machine’s rock’n’roll preset, which sputtered out a fast and dinky version of Eddie Cochran’s 1959 rockabilly song, ""Somethin’ Else"". Over the delirious beat, Smith voiced his love for spliffs and his distrust of cocaine, taking lines from Barrington Levy's ""Under Mi Sensi"" and Yellowman's ""Under Me Fat Ting"".",Top Five,184,Pitchfork,The 200 Best Songs of the 1980s
Loose Joints,“Is It All Over My Face”,1980,"The transformation of Arthur Russell from cult favorite into widely praised figurehead is one of the great upsets of pop music history. Russell, a polyglot composer who made odd, personal music, was far likelier to end up a footnote, or sample fodder, than as the subject of documentaries and biographies, to see his archives mined for scraps of magic. But Russell's pensive solo works have always appealed to underground music fans, and a renewed interest in disco and post-disco—spearheaded by labels like DFA—has helped keep his dance productions in rotation. ""Is It All Over My Face"", produced with Steve D'Aquisto under his and Russell's Loose Joints alias, is the finest of those tracks, a collision of disco's pop and exploratory impulses.",Top Five,183,Pitchfork,The 200 Best Songs of the 1980s
Strafe,“Set It Off”,1984,"Nominally, Chris Rock’s Top Five is about a cocktail party topic: who are your five favorite rappers? And while the soundtrack featured old school tracks from Slick Rick and LL Cool J, one pivotal scene features the boom-tick of an 808 and the shout: ""Y’all want this party started, right? Y’all want this party started quickly, right?"" At the time of its release in 1984, Strafe’s ""Set It Off"" was at the nexus of New York City’s underground street musics: hip-hop, electro, and boogie, when the borders separating each genre were permeable. The work of Steve Standard (who as legend has it, borrowed the 808 from his friend Cozmo D of Newcleus, who had recently deployed the drum machine for ""Jam on It""), it came to the attention of retired disco DJ Walter Gibbons. Gibbons had remixed the likes of Gladys Knight and the Salsoul Orchestra (and would soon make iconic work with Arthur Russell) and started his own label so as to put out the song. It soon became the hottest track in New York, soundtracking moves by Paradise Garage dancers and breaking b-boys alike. That shout continues to be echoed by everyone from C+C Music Factory to 50 Cent, an old-school party-starter nearly three decades later. —Andy Beta",Top Five,182,Pitchfork,The 200 Best Songs of the 1980s
Womack & Womack,“Teardrops”,1988,"Four years on from Wham!’s ""Careless Whisper"", 1988’s ""Teardrops"" provided not only the decade’s other, superior take on the pitfalls of infidelity, but also its best argument for pop powered by restraint rather than excess. The underlying message may be the same—guilty feet ain’t got no rhythm—but ""Teardrops"" swaps desperation for quiet resignation, and impassioned chest-beating for melancholy understatement and resilience; the music may no longer feel the same, but Linda Womack tries to keep dancing. ""Nothing that I do or feel ever feels like I felt it with you,"" she announces with such understated dignity that her sadness feels more real, more intimate than almost any other vision of heartbreak in pop’s archives.",Love Wars,181,Pitchfork,The 200 Best Songs of the 1980s
Patrice Rushen,“Forget Me Nots”,1982,"In the crowded field that was early '80s R&B soul—with Diana Ross, Chaka Khan, Patti LaBelle, Donna Summer, and Stephanie Mills, among others—Patrice Rushen emerged as a surprise. In the '70s, Rushen was primarily a jazz vocalist and musician who had already produced enough notable material to release a Best Of compilation. When her rhythmic, pop-leaning self-titled album arrived in 1978, Rushen quickly came under fire from the jazz community, which deemed her a sellout. Seeming to prove their point, Patrice earned Rushen her first charting single with ""Hang It Up"". 1979’s Pizazz was even less jazzy, and received similar criticism. After scoring three Top 5 hits on the U.S. dance charts from 1980 to 1981, she finally hit big with the funky ""Forget Me Nots"", a crossover smash about forlorned romance.",Patrice,180,Pitchfork,The 200 Best Songs of the 1980s
The Joubert Singers,“Stand on the Word”,1985,"For those inclined to believe that music's power can be as uncanny as it is transcendent, here’s definitive proof. In 1982, Phyliss McKoy Joubert was minister of music at the First Baptist Church of Crown Heights in Brooklyn. Her song ""Stand on the Word"", with the artist credited as the Celestial Choir, was part of a privately pressed compilation album recorded live at the church that spring. A rousing, piano-centered gospel number with a youthful lead vocal and funk underpinnings, the track caught the ear of Walter Gibbons, a disco pioneer who’d more recently become a born-again Christian—and whose studios were nearby.",How to Kill the DJ Part 2,179,Pitchfork,The 200 Best Songs of the 1980s
Nina Simone,“Fodder in Her Wings”,1982,"Fodder on My Wings was arguably the most honest record Nina released in the period when she seemed to have all but disappeared from music. In the near-decade that she escaped the States to live abroad, the only other studio album she recorded was 1978’s Baltimore, a record she says in her autobiography was made mostly to move her career along. Fodder on My Wings by contrast was a deeply personal, sometimes even playful, compendium of her time in the mid-'70s to mid-'80s spent flitting between Barbados, Liberia, and various European cities.",Fodder on My Wings,178,Pitchfork,The 200 Best Songs of the 1980s
The Pretenders,“Brass in Pocket”,1980,"In 1973, Chrissie Hynde wanted to get the hell out of Akron, Ohio, the town where she was born and raised, so she cobbled together some money working odd jobs and set off for England. She managed to get a gig writing for NME, and eventually, she set out to put her own band together. It took a few tries, but she eventually found three guys from Hereford: bassist Pete Farndon, guitarist James Honeyman-Scott, and drummer Martin Chambers. The Pretenders could do breakneck songs in uncommon time signatures (Honeyman-Scott rips on ""Tattooed Love Boys""), but 1980’s ""Brass in Pocket"" was comparably delicate.",NME,177,Pitchfork,The 200 Best Songs of the 1980s
Schoolly D,“P.S.K. What Does It Mean?”,1985,"The Philly rapper Schoolly D’s ""P.S.K. What Does It Mean?"" is rightfully famous for being one of the first gangsta rap records, an early break from recorded hip-hop’s more polite sing-song genesis that incorporated the crude and raunchy language of the street. In that respect it’s been highly influential, inspiring MCs to spin long and detailed and often filthy tales of sex, drugs, and violence (see Ice-T’s ""6 ‘N the Mornin’"", among many others). But before you take in the specifics of Schoolly D’s narrative, ""P.S.K."" is experienced as a sonic assault, with a booming low end and clattering snares that sound like they’re echoing around the guts of an empty oil tanker. You feel it first and parse it later. There’s no harmonic information, nothing in the way of melody, just the relentless 808 and DJ Code Money’s insectile scratching, and it’s not remotely pop, standing miles from the disco and funk grooves that inspired rappers just a few years before (and unlike Run-D.M.C., Schoolly D did not care for rock’n’roll). When someone in 1985 said that rap wasn’t music, that it was just a bunch of noise with someone yelling nonsense over the top, they were imagining something very much like this, a record that dared you to hear sound in a new way. —Mark Richardson",Melody Maker,176,Pitchfork,The 200 Best Songs of the 1980s
K-Rob / Rammellzee,“Beat Bop”,1983,"""Beat Bop""—part sound collage, part straight-up B-Boying-ready freestyle session—is most widely noted for being produced by Jean-Michel Basquiat, making it the artist’s most significant musical contribution outside of his no wave group Gray (though we shouldn’t forget his cameo in the ""Rapture"" video). The single was to be Basquiat’s great tribute to hip-hop culture, including all his own lyrics and was even to feature him as an additional MC. Instead, he was pushed into an ineffectual overseer position. Refusing to read the artist’s lyrics, Rammellzee—in the graffiti world, a rival of Basquiat’s, and sometimes-masked Renaissance man and mystic—and unknown 15-year-old street rapper K-Rob followed their own muse. Their labyrinthine verses are as full of contradictions and ""Did that just happen?"" curiosities as the erratic backing track. The more verbose Rammellzee's haunting, echoing delivery of phrases like ""Just freak that, yeah baba-y"" and ""Rock on to the break of dawn"" make him some Faustian answer to the Sugarhill Gang’s Master Gee. He plays pusherman and pimp, his voice shifting into nasal tones in abstract moments of jubilation; meanwhile, K-Rob, the golden heart, slinks through back alleys, relaying sharp images of poverty and systemic injustice.",Melody Maker,175,Pitchfork,The 200 Best Songs of the 1980s
Suicidal Tendencies,“Institutionalized”,1983,"""Institutionalized"" was the first thrash video aired on MTV, putting a couple of SoCal punks in flannels and baseball caps in the same airspace as Prince, Michael Jackson, and Journey. But the clip was more about staying on message rather than to expanding the channel's range—their pervasive ""I Want My MTV"" campaign was an overt means of mobilizing teens to yell at their parents until the parents yelled at cable providers. And no song outlines the mechanics of 11th-grade rage more clearly than Suicidal Tendencies’ ""Institutionalized"": 1) identify the problem; 2) recognize the problem is not identifiable; 3) get real frustrated; 4) have frustration compounded by the misunderstanding of parents, teachers, churches, schools, etc.; 5) work up the nervous energy to circle pit for about 15 seconds until you collapse and collect yourself to do it all over again. Like most displays of teen angst, it’s a little petty, somewhat aware of its own ridiculousness, pretty funny, and above all a cry for attention—whatever teen spirit may smell like, it’ll always taste like that Pepsi you just can’t have. —Ian Cohen",Melody Maker,174,Pitchfork,The 200 Best Songs of the 1980s
Wipers,“Youth of America”,1981,"It was the dawn of MTV and one of the best bands in America would abstain entirely from the music video boom. Greg Sage didn’t want mass appeal publicity for Wipers; he valued mystique. His initial plan was to release a ton of music but refuse to give interviews or share photos. He just wanted to hand over the records and let listeners react without expectation or context—he thought it would encourage thoughtful listening. It was a vision that failed to bring Wipers any commercial success, instead earning them cult hero status. Due to label pressure, Sage eased up on his self-imposed restrictions (except music videos, which he never made), but it’s easy to understand his logic.",Melody Maker,173,Pitchfork,The 200 Best Songs of the 1980s
The Sugarcubes,“Birthday”,1987,"By the time Björk Guðmundsdóttir turned 21, she had already led several musical lives: covering the Beatles and Stevie Wonder in Icelandic on a novelty record released when she was just 12 and then going on to wail in restless teenage bands like the herky-jerky Tappi Tíkarrass (translation: Cork the Bitch's Ass) and the goth-tinged post-punk group Kukl. And then, for a laugh, the singer and her subversive friends decided to start a straight-up pop band. The Sugarcubes’ debut single came out on November 21, 1986—Björk’s 21st birthday—and featured a song called ""Ammæli"". It sold a few hundred copies. But over the course of the next year, they re-recorded the track in English, released it in the UK, and, largely thanks to a rave review in Melody Maker, quickly became the biggest Icelandic pop band in history.",Melody Maker,172,Pitchfork,The 200 Best Songs of the 1980s
King Sunny Ade and His African Beats,“Ja Funmi”,1982,"When King Sunny Ade (real name Sunday Adeniyi) dropped Juju Music in 1982, leading with ""Ja Funmi"", he popularized jùjú music to Western audiences. Jùjú is a Nigerian popular music derived from Yoruba praise singing, and is a cousin to highlife. What King Sunny Ade did with it was help modernize it. He expanded the band section, added Hawaiian steel guitar, and incorporated influences from more contemporary styles like rock and funk. It made him a big star in Nigeria long before his first international release ever happened.",Juju Music,171,Pitchfork,The 200 Best Songs of the 1980s
Cybotron,“Clear”,1983,"There's no tiptoeing around it: ""Clear"" is here primarily because it makes one really fucking cool sound. The skipping, phosphorescent synth melody that defines the track is one of those moments where early techno delivered on its promise of futurism, offering up a thrill that no rock or new wave or funk band could duplicate, a thrill still potent enough for hip-hop's most adventurous producer two decades later. Producers all over the world have been trying for more than 30 years, and few have made a sound as indelible and brain-tickling as what ""Clear"" offers.",Radio,170,Pitchfork,The 200 Best Songs of the 1980s
The Chills,“Pink Frost”,1988,"There is a loneliness in Chills singer Martin Phillipps’ voice that’s clearly driven by some dark places. ""Pink Frost"" is one of the best songs to capture his malaise, released just as Phillipps and his band were emerging as part of the thriving scene in Dunedin, New Zealand, most of which was being documented by the lauded Flying Nun label. Many members of fellow Flying Nun bands passed through the Chills’ ranks over the years, but Phillipps was always the driving force, apparently in possession of an infinite array of addictive melodies and a huge well of melancholy from which to divine inspiration.",Radio,169,Pitchfork,The 200 Best Songs of the 1980s
LL Cool J,“I Can't Live Without My Radio”,1985,"""I Can't Live Without My Radio"", the opener from Queens rapper LL Cool J’s 1985 debut Radio, is theoretically a love song to ghetto blaster culture, though it ended up being a lot more than that. Rick Rubin’s minimalist production; LL’s bold, bragging lyrics with their references to b-boy style, his prowess, his neighborhood, and responsible boombox maintenance (buying batteries, ""terrorizing my neighbors with the heavy bass"")—it all helped usher in the new school of hip-hop. This intense, immediate song pulled more from rock in length and sound (Radio's ""Rock the Bells"" sampled AC/DC) versus the meandering disco-inspired old-school typified by something like Sugar Hill Gang's ""Rapper’s Delight"". The track was included in the 1985 movie Krush Groove, a film that looked at the rise of new school hip-hop groups like LL Cool J, Run-D.M.C., and the Fat Boys. In turn, it helped influence the ""golden age"" of hip-hop, embodied by the likes of Boogie Down Productions and Public Enemy. When it was released, though, it was just a song about a dude and the music that literally soundtracked his life. —Brandon Stosuy",Radio,168,Pitchfork,The 200 Best Songs of the 1980s
Yoko Ono,“Walking on Thin Ice”,1981,"Yoko Ono was always ahead of her time. ""Walking on Thin Ice"" made it official. She and John Lennon had left the song off of their 1980 album together, Double Fantasy. That album’s biggest A-sides, such as ""(Just Like) Starting Over"" and ""Woman"", successfully matched Lennon’s longstanding melodic directness with a mature perspective and contemporary production sheen. But it was a B-side, the Ono-led ""Kiss Kiss Kiss"", that, as Lennon told an interviewer, was ""getting a lot of rock club, new wave, disco exposure."" The emerging new-wave underground’s debt to Ono’s previous work was real—the B-52’s have acknowledged the influence the avant-garde artist’s shrill screams had on the iconic Athens, Ga. band’s late-'70s breakthrough ""Rock Lobster""—and the six-minute ""Walking on Thin Ice"" would be a ""special kind of disc for them.""",Double Fantasy,167,Pitchfork,The 200 Best Songs of the 1980s
George Benson,“Give Me the Night”,1980,"For those who first hear Quincy Jones through Michael Jackson's Off the Wall and Thriller, it’s a thrill discovering Jones' prolific output from this era outside of Michael. The tight horns, swooping strings, and instrumental precision all remain in play; only a new character takes center stage. There's Jones' own solo album The Dude, and its can't-miss Chaz Jankel cover ""Ai No Corrida""; his work with Brothers Johnson, especially ""Stomp""; there's Chaka Khan and Rufus' ""Do You Love What You Feel"". But George Benson—a jazz guitarist who had few qualms about dipping into the pop world—was the lucky recipient of one of Jones' best records with the Rod Temperton-penned ""Give Me the Night"". Temperton, a songwriter and member of the band Heatwave, was responsible for Michael Jackson's ""Rock With You"", ""Off the Wall"", and ""Thriller"", and collaborated frequently with Jones. On ""Give Me the Night,"" the ineffable elements of a Temperton record is in place: the assured swagger that offsets its unapologetic sweetness, the sugary euphoria packaged at the song's heart. Meanwhile, the rest of the record dances around it: background vocals scatting, an especially active bassline, those mellow guitar tones with his vocals echoing behind them, strings sweeping through the background. It's an idealistic song, one that envisions every evening as ideal as in memory, a celebration of celebration. —David Drake",Off the Wall,166,Pitchfork,The 200 Best Songs of the 1980s
Inner City,“Good Life”,1988,"Inner City was essentially an accident—a collision of Chicago and Detroit sprouted from an instrumental that techno forefather Kevin Saunderson didn't know how to finish. Vocalist Paris Grey helped Saunderson combine his club-ready sound with bona fide pop hooks, and it was an instant smash. ""Good Life"" was Inner City's peak and a reminder that even techno's sacredest cows—the guys who invented the genre itself—weren't averse to a bit of chart-baiting (something that today's dance music snobs could stand to remember). And chart it did: ""Good Life"" hit #4 on the UK pop charts at the beginning of 1989, a time when Britain couldn't get enough of American dance music. In the U.S., it reached a more modest #73, though it remains an enduring favorite in house DJ sets to this day. ""Good Life"" proved irresistible for heads and dilettantes alike, reinforcing a surge of interest in house music that has echoes of today's EDM explosion. And while there's a long lineage to be traced from Inner City—from classic MK dubs in the '90s to Duke Dumont's hits of the past few years—as often is the case with classic dance music, it's tough to beat the original. —Andrew Ryce",Zen Arcade,165,Pitchfork,The 200 Best Songs of the 1980s
Hüsker Dü,“Pink Turns to Blue”,1984,"Just as they rose to prominence in the '80s, Hüsker Dü found themselves on the precipice of a breakup due to creative conflicts between principal songwriters Bob Mould and Grant Hart. Mould was the razor-witted go-getter, and Grant was the dark hippie whose continued drug abuse threatened to rip the band apart. As unrest spread through the ranks, Hüsker Dü grew more vulnerable, casting shadows on sunny pop punk and confronting their demons directly. No song embodied the existential shroud as poignantly as Grant’s ""Pink Turns to Blue"", a hardcore rumination on death, transience, and uncertainty. In a subtle act of juxtaposition, the specter of death takes on dual guises: a mournful entity built from slashing guitar chords, and a poetic form conjured through soft, euphemistic language. As Grant desperately attempts to stifle his sorrow through images of fading hues and pacing angels, the churning void refuses to abate. The Zen Arcade standout reiterated Hüsker Dü’s greatest strength: capturing the feelings behind the fury without being torn asunder. —Zoe Camp",Zen Arcade,164,Pitchfork,The 200 Best Songs of the 1980s
Peter Gabriel,“In Your Eyes”,1986,"The first video for a single from Peter Gabriel’s 1986 album So was a creative masterstroke, combining then-revolutionary claymation (provided by the creators of ""Wallace & Gromit""), stop-motion, and pixilation technology to successfully rebrand an art-rock outsider as a cutting-edge multimedia pop artist. But the most enduring visual—and the one that made it Gabriel’s most enduring song—is just a single shot of a dude holding up a damn boombox.",So,163,Pitchfork,The 200 Best Songs of the 1980s
